step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
215000	215	3.51651	39560.7	-36068.2	14191.8	17209.6	77525.3	405.44	17751.4	28.7083
216000	216	3.53988	39823.6	-36223.8	14276.9	17186.2	78730.9	433.642	17204.2	1.15924
217000	217	3.49586	39328.4	-36197.5	14140.4	17443.9	78204.4	445.319	17241.2	-33.8368
218000	218	3.54691	39902.7	-35951.5	14144.2	17397.5	77876	468.604	17177.7	-2.92306
219000	219	3.49844	39357.4	-36015.6	14259.8	16781.1	77863.4	362.694	17955	12.2324
220000	220	3.52598	39667.2	-36278.9	14481.4	17359.1	77584.7	374.772	17372.8	-17.1148
221000	221	3.51148	39504.2	-35988.2	14433	17065	77479.6	438.064	17745.1	-1.78141
222000	222	3.51727	39569.2	-35929.2	14223.4	17118.8	77640.9	421.49	17431.3	-1.13877
223000	223	3.55628	40008.2	-35835.5	13930.1	17288.4	77201.4	381.246	17681.9	-14.9344
224000	224	3.47338	39075.5	-35956.8	14576.6	17044.5	77834.7	321.04	17821.3	-5.43301
225000	225	3.58326	40311.7	-35912.1	14478.2	17093	77795.1	491.639	17397.6	-5.5095
226000	226	3.51641	39559.6	-35686.4	13997.1	16967.9	78001.3	377.782	17311.4	-4.24352
227000	227	3.58925	40379	-35853.2	14219.1	17196.9	77190.4	440.356	17663.9	-7.08951
228000	228	3.5089	39475.1	-36009.4	14042.4	17607.2	77242.2	400.451	17800.9	-29.3227
229000	229	3.54184	39845.7	-35871.1	14008.3	16939.9	77923.1	400.042	17582.8	30.1943
230000	230	3.4704	39042	-35949.3	13986.8	17191.5	77661.2	326.137	17519.3	-36.3518
231000	231	3.51512	39545.1	-35962.5	14495.7	17625.4	77347.2	427.764	17404.9	-35.4665
232000	232	3.49519	39320.9	-36023.5	13829.1	17441.1	77522.2	407.728	17563.7	-4.97619
233000	233	3.53995	39824.5	-35730.4	13971	17501.9	78049.5	435.343	16980.4	-25.7003
234000	234	3.51934	39592.6	-36025	14192.7	16836.7	78314.8	422.931	17280.1	26.422
235000	235	3.5328	39744	-36223.9	14186	17986.9	77712.9	335.341	17187.5	-21.3943
236000	236	3.47445	39087.5	-36089	14122	17365.8	77583.9	365.458	17546.7	2.27327
237000	237	3.52224	39625.2	-35755.6	14022.7	17308.1	77808.1	443.082	17666.2	17.5122
238000	238	3.51541	39548.4	-35691.2	13676.4	17701.2	77427.5	407.845	17377.4	9.52858
239000	239	3.56253	40078.5	-35857.4	14213.7	17397.2	77220.4	435.527	17582.1	-30.4031
240000	240	3.56213	40074	-36076.1	14664	17335.2	77382.4	426.064	17682.8	-28.2489
241000	241	3.54856	39921.3	-36037.1	14077.6	17659.5	77328.3	449.642	17729.3	-13.6023
242000	242	3.51773	39574.5	-35877.9	14434.1	17339.5	76911.1	406.713	17670.5	-10.4867
243000	243	3.57244	40189.9	-35917.4	14208.1	17563.4	77263.8	336.128	17438.5	-13.0198
244000	244	3.4662	38994.8	-35763.8	14412.4	17413.5	77576.3	386.414	17564.4	-17.8269
245000	245	3.49885	39362	-35946.4	14336.2	17325.3	77494.3	394.854	17719.2	10.8392
246000	246	3.49667	39337.6	-35771.1	13833.4	17398.3	76834.6	403.694	17761.7	-1.85875
247000	247	3.51987	39598.5	-36016.1	14293.8	17735.6	76931.1	442.258	17866.7	-22.0249
248000	248	3.52426	39647.9	-35829.5	14100	17780	77257.7	396.228	17554.8	-1.99364
249000	249	3.54966	39933.6	-35996.5	14412	17151.4	78123.8	406.968	17379.7	-25.1437
250000	250	3.50352	39414.6	-35961.9	14165.5	17659.9	77564.3	344.631	17633.2	-15.909
251000	251	3.52331	39637.2	-35905.2	14177.8	17297.6	77036.9	363.497	17962.6	5.88855
252000	252	3.54176	39844.8	-35956	14181.7	17189.3	77190.1	340.468	17806	-3.05525
253000	253	3.45757	38897.7	-36075	13794	17052	77581.6	396.154	17462.9	-14.3156
254000	254	3.50208	39398.4	-35885.1	14059.4	17830.2	77404.7	397.265	17541.4	20.619
255000	255	3.49346	39301.4	-36014.7	14310.2	17271.3	77661.7	406.734	17297.4	-26.7779
256000	256	3.52024	39602.7	-35947.9	14014.5	17099.2	77541.3	386.76	17683.3	12.8617
257000	257	3.5317	39731.7	-35925.1	14005.7	17383	77800.2	408.133	17543.2	-3.80144
258000	258	3.59139	40403.2	-35910.9	14612.5	17601.3	77563.4	410.062	17610.3	23.4149
259000	259	3.50192	39396.6	-35772	14311.5	17431.9	77525.6	432.537	17525.3	15.1204
260000	260	3.50352	39414.6	-35866.5	13938.3	17129.5	77592.2	428.125	17484.1	-6.14738
261000	261	3.51933	39592.5	-36191.8	14336.2	17326.9	77423.5	409.689	17586.2	-29.6723
262000	262	3.50833	39468.7	-36187.7	14396.4	17583.6	77547	402.374	17688.1	12.4874
263000	263	3.52438	39649.3	-35995.5	14744	17203.1	77220.1	353.682	17891.9	-25.763
264000	264	3.55339	39975.7	-35920.6	14761.9	16870	77477.1	424.672	17899	-23.9569
265000	265	3.51585	39553.3	-35968.5	14345.7	17623.8	77799.1	421.049	17507.1	-1.37762
266000	266	3.51276	39518.5	-35869.4	13853.4	17570.7	77260	429.174	17484.2	-13.7281
267000	267	3.49001	39262.6	-35795.4	14016.8	17850.4	76974.9	390.691	17950.1	53.2506
268000	268	3.54783	39913.1	-35981.9	13823.6	17529.6	76978.7	379.646	17792.1	9.94304
269000	269	3.47174	39057.1	-35595.3	13947.2	17483.6	76945.3	479.874	17952.7	24.377
270000	270	3.52798	39689.8	-35832.6	14604.3	17713.7	77336.5	400.35	17644.2	-4.53474
271000	271	3.51241	39514.6	-35861	13546.2	17676.5	77413.7	403.606	17771.4	23.5072
