step	time	T	Ekin	lj	bond_124	angle_252	dihedral_190	lj-14_0	lj-14_1	P
258000	258	3.51926	39591.7	-35897.1	13900.2	17164.3	77730.2	419.985	17298.8	-40.817
259000	259	3.58583	40340.6	-36149	14365.5	16931.2	77732.4	379.563	17535.4	-11.4787
260000	260	3.5194	39593.3	-36173.5	14139.4	17484.1	77867.5	379.791	17412.1	2.11901
261000	261	3.53859	39809.2	-35802.3	13719	17601	77725	370.066	17618.1	11.3911
262000	262	3.53754	39797.3	-36087.5	14047	17183.3	77956.5	362.13	17643.7	8.41241
263000	263	3.53527	39771.8	-36024.1	14144.1	17405.5	77687.8	459.507	17343	-18.4227
264000	264	3.46543	38986	-35975.3	14612.2	17641.8	78023.3	396.27	17309.4	-4.53299
265000	265	3.4945	39313.1	-36031.9	13897.7	17635.3	78339.7	366.835	17027.7	-31.9651
266000	266	3.52178	39620	-35863.9	14233.7	17260.9	77767.4	426.093	17675.8	37.2946
267000	267	3.4859	39216.3	-35848	13815	17192.2	77592.6	343.303	17594.7	10.3411
268000	268	3.45304	38846.8	-35973.4	14393.6	17472.2	78065.8	406.423	17155.6	-67.3374
269000	269	3.47239	39064.4	-35952.1	14306	17557.3	77753.6	391.915	17293.8	6.9921
270000	270	3.52558	39662.8	-35844.5	14037.1	17490.8	77543.8	464.339	17348.9	17.6851
271000	271	3.56026	40052.9	-35942.8	14103.8	17296.4	77830.8	344.151	17557.5	22.2225
272000	272	3.50082	39384.2	-35751.6	14194.1	17491.1	77623.2	361.23	17383.6	-21.3522
273000	273	3.54974	39934.6	-35739	14222.3	17422.7	76911.6	377.853	18151.4	22.5133
274000	274	3.54561	39888.1	-36023.1	13674.5	17284.3	77459.8	499.408	17806.4	21.7366
275000	275	3.4955	39324.4	-35977.9	14416.4	17477.3	77098.6	369.732	17605.3	-28.3667
276000	276	3.48718	39230.8	-35792.9	14156.3	17350	77571.8	379.531	17742.5	12.0407
277000	277	3.56618	40119.6	-35694	14454.3	17203.4	77228.3	408.981	17802.8	28.4388
278000	278	3.51163	39505.9	-35846.4	14073.8	17533.2	77065.9	458.493	17884.3	35.4336
