step	time	T	Ekin	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	bond_124	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_65	dihedral_67	dihedral_8	lj	lj-14_0	lj-14_1	lj-14_3	lj-14_4	lj-14_5
174500	174.5	2.46973	100024	1439.38	972.246	1435.9	896.672	704.936	520.633	3455.7	781.219	850.093	4044.89	1141	1027.62	890.808	1799.23	4435.9	822.451	891.64	1128.88	3797.88	1039.63	997.156	871.263	2366.34	762.341	3563.79	1044.69	1139.38	1402.65	1264.36	1068.33	1090.19	1129.42	1228.66	1284.91	1022.51	1027.88	1132.23	1740.66	1269.3	1083.47	1056.6	1105.02	16236.6	3501.44	10825	6399.64	4735.28	7796.36	3651	2027.1	5512.91	668816	-301.586	2886.49	5692.59	4499.33	8998.76	8449.56	5011.06	59973.8	-73686.7	26457.8	5721.93	-1164.64	55.7545	429.625
175000	175	2.50091	101287	1472.48	1004.37	1458.2	834.743	669.29	571.965	3414.65	775.95	933.436	4185.7	1249.05	1135.64	829.174	1707.72	4288.24	850.853	849.626	1060.9	3807.93	1098.5	1114.27	830.793	2339.4	770.117	3609.87	1076.54	1081.89	1389.11	1408.27	1010.58	1102.13	997.234	1292	1351.04	1089.41	1056.15	1209.95	1705.61	1275.74	1097.93	1083.33	1164.07	16801.7	3132.69	10822.7	6216.71	5165.67	7958.88	3674.3	1976.01	5315.15	668991	-213.109	2819.9	5733.07	4769.82	8806.82	8623.82	4890.55	59830.4	-73793.6	26417	5755.22	-1163.56	56.4004	432.549
175500	175.5	2.48246	100539	1604.87	1036.74	1510.95	868.67	700.188	624.87	3357.08	827.565	886.796	4091.25	1221.45	1050.82	898.089	1759.3	4352.2	845.85	899.479	1082.52	3990.81	982.961	1077.64	861.545	2333.8	724.064	3361.29	1121.24	1105.69	1435.18	1274.42	1002.72	1063.28	1070.99	1280.28	1357.32	1078.3	1081.22	1141.59	1774.35	1330.12	1187.05	1026.69	1042.86	16723.3	3437.11	11203	6347.26	4934.07	7983.68	3865.36	2059.98	5453.01	668644	-232.564	2866.65	5684.48	4394.99	9022.98	8542.38	5014.21	59864.2	-74046.9	26371.1	5749.18	-1167.49	40.3451	425.616
176000	176	2.47157	100099	1526.81	946.536	1456.58	842.818	691.802	589.522	3495.73	745.564	831.423	4047.1	1219.54	1076.78	841.107	1805.99	4434.25	897.891	883.491	1150.33	3831.84	1025.87	1039.53	839.305	2474.34	734.289	3536.08	1105.09	1137.28	1428.72	1369.38	1038.92	1089.92	1051.73	1257.92	1414.48	1009.29	1125.15	1135.53	1773.2	1342.78	1063.99	1148.64	1073.4	16522.8	3425.11	11123.7	6088.03	4892.51	7866.6	3474.68	2061.26	5546.07	668235	-425.274	2819.74	5698.37	4699.52	8954.77	8389.31	5024.48	59968.9	-73937.1	26402.8	5603.85	-1168.88	55.0222	413.721
176500	176.5	2.46782	99946.6	1572.73	1042.17	1436.85	835.15	642.541	600.478	3434.38	802.267	824.828	4308.82	1154.84	1078.21	843.338	1696.71	4348.15	835.7	877.645	1082.43	3769.75	1009.6	1073.39	863.492	2434.21	761.048	3592.36	1067.8	1055.58	1398.21	1213.79	1039.17	1053.87	1087.91	1287.02	1340.13	1111.55	1034.58	1168.49	1744.1	1224.24	1129	1098.72	1144.98	16527	3541.45	10776.8	6337.09	4889.51	8102.35	3589.13	1918.79	5220.63	668788	-220.229	2860.35	5687.57	4659.45	8777.21	8469.18	5007.33	59893.4	-74134.8	26374.4	5696.15	-1166.13	42.5019	414.828
177000	177	2.48184	100515	1485.74	1011.67	1510.98	909.784	674.29	581.135	3275.71	793.38	925.41	3995.5	1146.82	1117.49	847.633	1716.53	4324.78	822.719	856.479	1115.48	3925.35	983.734	1083.37	818.864	2436.85	785.435	3708.23	1035.6	1074.46	1438.75	1226.82	1021.88	1015.62	1217.11	1290.78	1374.87	987.403	1018.38	1063.88	1801.33	1310.42	1222.33	1085.3	1121.63	16669.2	3275.86	11179.5	6183.38	4995.19	8124.47	3585.06	2101.07	5498.28	667631	-349.139	2871.4	5745.01	4577.22	8830.74	8551.78	4923.05	60014.9	-73285.3	26358.2	5736.42	-1166.01	43.3471	417.555
177500	177.5	2.49241	100943	1536.44	1026.54	1472.94	900.061	639.855	566.971	3443.02	760.124	899.688	4242.96	1306.83	1122.1	832.538	1756.52	4142.53	886.899	913.539	1078.48	3768.79	1025.01	1096.66	898.541	2339.88	729.661	3729.72	1106.23	1038.04	1381.73	1326.4	1060.73	1079.04	1187.54	1154.05	1297.4	1046.43	1061.32	1087.62	1741.92	1275.69	1103.28	1123.86	1113.68	16540.8	3671.48	10882.9	6227.28	4818.66	8233.3	3655.92	1997.27	5523.22	668283	-243.304	2796.14	5715.1	4766.32	8984.75	8494.48	4941.7	60062.3	-74055	26318.3	5773.4	-1167.15	50.5077	422.379
178000	178	2.46993	100032	1469.81	954.016	1396.85	831.451	652.677	540.604	3439.4	783.791	896.161	4246.89	1188.78	980.624	794.237	1766.06	4377.62	928.321	893.693	1068.55	3800.79	1027.3	1075.52	888.363	2425.07	752.389	3508.5	1056.58	1060.85	1335.19	1338.2	991.695	1054.85	1117.37	1183.73	1426.52	1116.37	1071.88	1125.09	1798.19	1311.78	1068.08	956.771	1116.07	16361.6	3392.74	10903.9	6292.58	4893.99	8205.21	3431.66	2045.16	5153.38	668421	-422.447	2740.78	5718.58	4357.97	8749.07	8687.58	4995.59	59942.1	-73628.7	26400.4	5655.09	-1164.08	46.1051	399.015
178500	178.5	2.4803	100452	1472.25	903.852	1474.61	878.389	679.94	601.332	3320.55	785.464	869.673	4112.87	1218.8	1037.04	867.582	1796.55	4173.49	863.758	870.361	1151.09	4057.41	1067.85	1143.54	855.764	2382.19	704.407	3693.4	1023.63	1169.69	1463.48	1351.15	1086.36	1070.54	1098.58	1330.64	1390.57	1072.63	1047.55	1145.51	1721.88	1282.97	1152.55	1045.34	1192.4	16704.2	3515.91	11165.5	6114.71	4842.66	7991.3	3382.38	1997.26	5590.89	668034	-200.554	2827.18	5675.49	4828.41	9454.82	8372.25	4917.21	59839.3	-74182.5	26218.8	5688.7	-1169.89	39.1464	421.192
179000	179	2.47179	100108	1499.4	967.64	1511.51	844.233	677.642	594.914	3425.35	721.175	903.271	4171.66	1198.66	1083.77	919.742	1744.5	4238.89	820.647	882.776	1053.06	3663.01	1104.52	1131.66	796.404	2357.38	758.378	3712.32	1106.02	1159.96	1366.75	1208.1	1077.62	1121.87	1132.78	1295.44	1410.83	1091.28	1039.61	1105.23	1730.37	1274.18	1106.28	1102.35	1148.92	16358.3	3450.94	10999.4	6185.35	4879.23	7989.81	3518.13	2034.31	5325.19	668468	-212.721	2811.24	5726.55	4703.69	9009.22	8367.03	4935.22	59875.9	-73594.1	26391.9	5780.63	-1166.17	54.1932	433.393
179500	179.5	2.45085	99259.3	1587.32	1001.34	1494.02	879.307	655.393	615.4	3341.96	786.715	838.921	4223.86	1239.64	1119.52	899.098	1685.15	4341	859.248	870.153	1078.47	4026.1	984.957	1039.32	860.665	2410.21	765.206	3593.94	1093.2	1132.33	1413.19	1293.52	997.053	1054.98	1072.84	1223.35	1354.9	1071.82	1181.32	1107.59	1852.01	1125.37	1034.38	1128.92	1017.99	16583.9	3546.28	11060	6031.26	4944.31	8121.85	3595.73	2010.29	5211.51	667983	-310.188	2801.2	5701.58	4552.06	9064.9	8269.22	4990.69	59924.7	-73840.5	26312	5707.29	-1168.93	39.0685	413.015
180000	180	2.48347	100580	1525.75	925.828	1463.34	915.185	655.976	609.046	3428.16	767.777	921.65	4057.44	1264.94	1039.09	806.456	1712.02	4459.35	910.967	857.277	1065.02	4099.58	1085.72	1106.62	825.231	2380.56	779.573	3527.27	1074.61	1155.48	1396.63	1395.48	994.125	1148.42	1109.73	1286.56	1399.2	928.128	1093.13	1166.34	1865.6	1226.5	1026.28	1044.7	1127.41	16144.8	3735.77	10554.8	6240.64	4902.01	8103.79	3639.29	2148.8	5239.33	668073	-494.999	2917.07	5737.21	4810.32	9101.97	8523.81	4892.01	59908.2	-73951	26397.1	5753.35	-1163.5	37.3741	418.912
180500	180.5	2.49201	100926	1567.4	1027.32	1513.61	897.482	676.838	625.327	3292.25	748.412	833.166	4226.02	1248.57	1019.47	833.739	1720.87	4394.15	919.427	875.288	1110.27	3802.6	1095.04	1123.66	787.124	2333.21	760.729	3765.14	1030.06	1131.62	1429.59	1397.02	995.291	1053.4	1107.02	1302.91	1258.69	1078.57	1147.1	1148.88	1836.07	1286.22	1063.01	1001.18	1126	15895.7	3421.06	11077.3	6132.93	4924.2	8150.12	3535.24	1963.49	5423.93	668654	-286.235	2882.28	5731.21	4786.45	9005.39	8559.59	4935.68	59957.7	-73925.9	26566.2	5695.18	-1164.48	42.1985	398.027
181000	181	2.48372	100591	1479.01	1077.84	1530.03	988.308	702.33	615.331	3458.63	806.291	937.988	4131.66	1285.9	1039.39	849.849	1807.72	4197.14	768.752	892.582	1054.09	3913.85	992.982	1094.76	806.575	2455.98	779.913	3601.05	1198.25	1166.5	1305.38	1292.25	1053.66	1012.56	1055.92	1296.16	1298.27	1053.46	1048.01	1109.79	1814.07	1304.44	1205.05	1035.67	1101.16	16411	3340.27	11046.6	6387.17	4858.33	7698.84	3656.86	1978.13	5407.1	668044	-218.118	2891.82	5741.15	4574.74	8897.24	8434.51	4929.43	59818.3	-73912.4	26421.7	5759.12	-1167.15	33.6935	436.347
181500	181.5	2.47858	100383	1524.41	1024.72	1444.98	838.649	638.173	601.379	3214.15	822.133	867.444	4065.66	1184.03	1058.32	858.161	1686.23	4302.21	838.423	879.049	1042.6	3747.7	1048.92	1085.23	840.678	2463.17	760.956	3618.73	1105.81	1236.56	1414.74	1176.75	1100.49	1092.58	1090.27	1385.21	1234.94	1129.69	992.855	1171.93	1677.61	1267.81	1149.63	1041.85	1128.81	16267.6	3410.83	10743.3	6145.14	4991.32	8224.69	3357.18	1900.53	5214.9	669141	-233.961	2903.14	5712.54	4556.02	9101.71	8296.35	4951.67	59870.4	-73909.3	26461.9	5841.16	-1163.79	55.4305	447.556
182000	182	2.49491	101044	1520	1011.58	1447.44	813.415	653.642	575.362	3412.83	829.08	892.4	4122.38	1144.12	999.818	840.729	1701.85	4413.14	841.967	884.342	1136.52	4039.04	998.112	1067.47	886.683	2376.3	826.39	3529.71	1116.81	1074.75	1398.23	1419.49	1027.57	1065.91	1142.85	1306.61	1418.34	1019.73	1082.79	1064.95	1739.63	1214.98	1039.16	1011.79	1080.34	16452.2	3386.32	11052.4	6150.61	5020.68	7984.96	3616.36	2015.89	5449.39	668928	-422.82	2808.76	5724.01	4726.36	8830.74	8465.54	4957.97	59820.4	-74471.5	26364.9	5635.96	-1166.45	28.7143	420.999
182500	182.5	2.45608	99471.4	1456.5	971.447	1425.15	885.865	660.808	574.825	3520.66	762.156	913.754	3930.52	1171.56	1084.23	934.917	1779.26	4203.3	834.06	869.483	1189.4	3938.51	977.427	1045.3	826.022	2452.16	742.782	3436.47	1032.3	1075.02	1470.43	1192.71	1027	1070.69	1032.17	1360.23	1249.93	1089.05	981.351	1097.64	1657.56	1220.57	1065.6	1154.96	1243.33	16635.8	3466.06	10873.4	6656	4793.62	8088.73	3653.66	1905.74	5525.13	668725	-189.685	2828.63	5666.23	4570.86	8979.91	8315.58	4990.5	59917.7	-73651.5	26310.5	5761.67	-1164.45	44.9604	415.714
183000	183	2.4716	100100	1468.38	987.106	1520.66	909.355	685.843	592.625	3336.18	772.085	863.349	4260.74	1112.68	1035.17	905.549	1818.33	4212.69	897.854	876.756	1106.98	4055.54	1134.2	1108.22	784.345	2393.24	718.268	3528.18	1110.61	1121.72	1401.09	1293.38	1117.07	1100.01	1189.49	1248.56	1306.7	965.265	998.744	1121.25	1726.81	1328.35	1113.31	1075.31	1100.14	16710	3459.13	11439.9	6172.47	4579.56	8177.1	3625.04	2112.33	5563.86	667054	-456.972	2898.97	5768.22	4857.34	9100.17	8313.88	4861.04	59959	-73057.5	26274.1	5685.96	-1172.17	44.0684	416.557
183500	183.5	2.48669	100711	1536.72	963.744	1443.42	966.398	663.687	600.343	3264.68	754.748	924.103	4068.1	1246.06	1058.41	883.562	1737.08	4126.99	825.199	879.201	1072.73	4085.6	1069.37	1140.36	837.53	2313.6	757.581	3584.12	1055.57	987.762	1416.67	1290.27	1065.59	1062.83	1095.14	1227.5	1333.97	1097.67	1018.76	1095.49	1702.8	1301.78	1162.21	1030.07	1049.21	16737	3317.32	11208.5	6305.96	4739.43	8034.48	3523.08	2007.99	5473.5	668217	-294.495	2907.45	5757.48	4593.4	9015.33	8383.61	4913.97	59819	-73850	26301.8	5787.49	-1168.56	43.4815	431.253
184000	184	2.47505	100240	1548.48	1013.23	1359.53	842.497	644.013	554.64	3461.16	822.736	938.545	4384.03	1209.52	1027.7	882.025	1816.04	4335.53	849.701	899.768	1083.21	3944.56	1117.83	1098.78	820.255	2251.2	707.335	3619.03	1086.09	1097.36	1459.58	1254.73	1044.91	1051.76	1075.24	1270.71	1294.99	1042.05	1085.92	1224.29	1800.68	1284.51	1159.26	1073.12	1246.33	16788.3	3519.5	10821.6	6131.75	4864.66	8110.6	3564.09	2083.77	5499.15	667609	-196.078	2882.44	5737.1	4622.11	8896.97	8412.11	4905.66	59972.1	-73663.6	26230.2	5739.6	-1167.78	34.2257	417.681
184500	184.5	2.48229	100533	1512.27	1082.87	1501.03	882.362	682.535	594.287	3238.27	759.019	887.023	4128.62	1156.49	1050.35	880.952	1787.55	4264.02	853.924	912.192	1120.64	3872.8	1070.69	1110.13	858.664	2387.97	737.46	3501.91	1149.12	1038.58	1372.48	1285.6	1091.34	1125.58	1130.03	1333.55	1270.88	1091.18	1083.78	1089.35	1752.61	1454.28	1139.69	1030.22	1083.39	16525.8	3329.37	10985.8	6167.49	4713.85	8048.79	3848.8	2005.25	5331.42	667434	-210.242	2849.6	5748.28	4644.22	8846.58	8362.17	4862.88	59907.1	-73514.4	26397.7	5765.23	-1167.72	51.0956	419.286
185000	185	2.47822	100368	1550.63	1105.16	1414.34	824.279	634.778	592.726	3330.88	808.188	876.98	4172.58	1101.75	962.665	920.549	1732.56	4240.02	819.095	882.685	1037.92	3925.15	1038.25	1139.73	797.622	2452.79	693.291	3817.73	1008.29	1097.22	1435.06	1252.08	1058.48	1132.78	1074.91	1246.52	1261.78	1033.96	1015.22	1175.08	1773.1	1162.16	1157.79	1044.96	1155.71	16205.2	3468.51	11253.6	6060.43	4836.35	7817.95	3589.89	2194.97	5314.3	666973	-103.518	2840.66	5713.28	4635.22	8968.84	8796.8	4941.26	59985.3	-73472.8	26436.9	5801.08	-1166.37	42.4795	435.043
185500	185.5	2.49637	101103	1525.53	1048.41	1423.18	891.428	642.732	599.395	3435.44	804.877	879.615	4182.31	1147.48	969.269	832.743	1672.99	4173.84	869.98	867.285	1019.71	4081.26	1068.6	1076.98	899.836	2309.24	767.947	3442.73	1107.73	1066.95	1380.74	1271.64	1047.96	1156.89	1084.42	1281.18	1463.09	1061.66	1041.98	1094.26	1680.83	1110.28	1063.51	1001.31	1023.74	16494.2	3445.7	11313.4	6387.63	4790.23	7900.37	3582.34	2032.51	5331.81	668318	-319.628	2817.73	5729.73	4775.06	9013.85	8584.14	4842.2	59818.2	-74023.5	26383.5	5734.04	-1166.46	24.6743	412.274
186000	186	2.46386	99786.3	1474.75	1037.86	1501.7	859.871	677.54	597.029	3415.7	761.866	922.766	4314.92	1213.41	1155.44	865.169	1821.51	4267.74	865.483	898.029	1146.71	3890.4	1041.29	1000.6	840.494	2502.51	804.703	3543.83	1035.12	1071.3	1422.32	1332.77	1173.39	1148.48	1108.67	1285.56	1362.49	1017.23	1054.88	1058.97	1883.02	1388.15	1074.71	989.19	1083.17	16488.4	3614.85	10677.6	6120.61	4964.95	8102.79	3671.41	2005.99	5557.29	667644	-440.426	2804.33	5744.99	4802.7	9087.12	8620.14	4853.85	59996.9	-73722.4	26376.7	5739.63	-1166.01	41.6664	445.723
186500	186.5	2.48095	100478	1630.29	984.152	1456.52	893.225	650.878	614.863	3263.6	796.951	956.052	4131.25	1129	1152.22	846.811	1724.54	4304.3	912.787	937.581	1083.64	3800.99	1022.93	1016.93	841.292	2363.52	733.397	3630.87	1083.68	1130.81	1328.77	1327.45	985.739	1065.53	1062.03	1212.64	1376.45	1174.92	1057.13	1229.71	1719.98	1200.28	1055.73	1052.42	1141.08	16398.2	3431.21	11043.8	6216.59	4652.4	8047.12	3550.37	2017.72	5307.96	668343	94.3815	2838.2	5715.69	4413.83	8958.71	8457.16	4915.61	59886.1	-74210	26346.9	5798.5	-1169.59	46.2772	450.039
187000	187	2.47278	100148	1525.79	966.482	1434.73	949.587	657.047	571.015	3438.41	770.377	871.34	3986.29	1242.33	1032.88	853.877	1792.92	4343.91	834.113	892.181	1057.04	3941.89	1038.98	1051.27	847.95	2482.49	822.083	3557.6	1041.23	1177.88	1324.66	1299.61	1053.04	1120.46	1131.08	1245.28	1315.48	1038.57	1113.11	1155.52	1814.03	1308.84	1008.39	1031.4	1060.49	16226.3	3516	11426.6	6323.55	4712.48	7966.22	3437.91	2195.1	5420.54	667408	-343.606	2791.63	5695.5	4757.48	9233.08	8618.61	4922.74	59927	-73867.6	26384.2	5732.78	-1167.86	27.7816	450.73
187500	187.5	2.49558	101071	1431.91	996.192	1427.94	813.416	650.732	561.728	3376.37	777.886	892.503	4270.08	1288.61	1080.48	774.996	1745.79	4265.9	840.244	876.269	1105.02	3834.78	1056.65	1072.83	808.019	2401.24	834.248	3496.4	1043.26	1094.06	1395.71	1183.09	1080.05	1068.54	1128.74	1234.83	1264.85	1086.92	1070.1	1050.41	1782.97	1262.67	1110.45	1106.94	1049.92	16574.1	3516.35	11054.1	6174.83	4741.97	7784.45	3760.21	2025.81	5421.26	668151	-215.496	2827.72	5733.57	4614.68	8899.54	8600.04	4952.51	59858.6	-73788.1	26390.5	5769.21	-1165.29	35.8641	428.511
188000	188	2.47152	100097	1486.01	1015.4	1420.15	867.805	630.852	589.595	3381.92	762.447	858.676	4167.59	1184.58	1097.73	801.972	1698.94	4225.49	803.462	862.343	986.764	3916.85	1056.4	1108.04	813.597	2421.26	764.884	3571.54	1054.32	1044.13	1350.98	1321.72	1028.06	1032.79	1121.42	1319.02	1309.11	1082.36	1015.39	1122.11	1739.81	1399.8	1125.93	993.101	1145.19	16229.8	3410.91	11080.5	5904.27	4717.78	8214.13	3760.53	2073.94	5440.35	668538	-260.162	2794.8	5709.02	4535.61	8865.2	8522.2	4924.53	59870.5	-73580.5	26451.4	5789.02	-1164.23	32.5957	437.388
188500	188.5	2.47159	100100	1451.72	1017.42	1463.47	961.953	680.563	580.092	3192.57	841.049	907.564	4029.58	1264.27	1018.47	837.101	1732.78	4310.14	840.015	863.415	1061.92	3967.92	1060.22	1026.18	831.631	2325.48	794.556	3488.65	1061.15	1084.69	1400.52	1224.35	1009.34	1092.23	1136.48	1176.86	1284.39	1265.27	1016.76	1151.23	1722.33	1284.51	1029.96	1120.96	1178.54	16505.7	3560.59	11388.1	6137.07	4865.65	8101.29	3413.62	2032.19	5232.96	668261	-355.049	2781.84	5701.28	4677.68	9144.68	8431.01	4903.45	59853.7	-74177.5	26363.8	5790.76	-1166.93	42.0287	430.717
189000	189	2.48172	100510	1391.97	1006.71	1479.14	900.69	693.22	556.092	3462.82	793.513	926.413	4296.24	1279.6	1039.01	876.967	1776.13	4308.06	845.247	861.505	1103.75	3619.02	1058.96	1124.34	838.087	2346.28	743.971	3670.76	994.095	1087.34	1450.42	1399.65	1022.36	1103.15	1058.51	1367.49	1231.32	1064.73	1075.83	1089.69	1728.94	1269.24	1083.03	1091.22	1138.56	16499.9	3684.73	11152.5	6135.37	4976.28	8100.7	3411.17	1976.62	5297.21	666898	-351.271	2817.75	5779.15	4681.87	9247	8251.72	4856.71	59859.8	-73581	26350.7	5874.56	-1166.32	31.4455	421.54
189500	189.5	2.47956	100422	1458.38	957.348	1473.9	858.368	672.368	575.712	3453.12	785.965	917.331	4068.57	1219.26	1108.83	831.091	1721.75	4288.7	900.958	881.028	1155.34	3903.72	1072.72	1085.99	774.642	2280.96	751.473	3725.06	1130.41	1086.6	1437.87	1319.64	1061.35	1153.95	1091.53	1231.97	1421.94	1126.34	1021.99	1090.84	1803.98	1206.59	1009.49	1103.53	1163.07	16035.4	3223.5	10655.5	6087.01	4759.89	7977.07	3745.55	1976.54	5505.53	668162	-55.7651	2874	5710.41	4628.05	9226.68	8302.55	4939.13	59873.1	-73710.4	26577.3	5806.64	-1161.81	31.0802	433.028
190000	190	2.46486	99826.7	1540.95	955.096	1374.7	836.411	640.953	572.288	3317.47	718.441	873.897	4385.07	1284.18	1060.19	983.315	1739.56	4347.79	890.425	906.168	1046.73	3647.63	1062.16	1029.54	943.364	2432.4	832.392	3696.03	1167.31	1035.74	1309.34	1325.29	1045.66	1056.17	1103.58	1315.01	1307.37	1140.12	1035.33	1096.04	1773.43	1306.24	1214.27	1015.58	1122.59	16150.8	3325.91	10763.5	6342.12	4869.82	8335.37	3424.43	2146.09	5437.65	668149	-145.494	2828.85	5671.74	4634.56	9067.96	8363.59	4947.01	59857.1	-74087.1	26524.1	5813.28	-1161.31	29.5517	422.488
190500	190.5	2.46649	99892.7	1474.55	1021.27	1453.4	878.193	649.948	583.989	3212.35	707.555	938.166	4280.11	1175.81	999.113	863.572	1746.48	4337.07	865.913	872.975	1135.12	3818.31	990.939	1071.37	790.754	2266.26	780.786	3744.9	997.012	1042.25	1290.56	1285.24	1123.59	1049.47	1108.01	1248.61	1253.68	1104.5	1021.21	1117.3	1723.21	1439.88	1061.32	1056.45	1119.17	16658.8	3379.82	11172.7	6117.31	4784.79	8030.96	3730.94	2032.36	5597.08	667308	-229.79	2807.29	5714.04	4865.65	9318.75	8207.89	4910.7	59921.3	-73726.1	26321.1	5751.51	-1167.99	30.6733	415.695
191000	191	2.46882	99987.1	1471.02	1034.15	1494.21	872.891	691.691	569.928	3364.82	812.693	890.892	3946.38	1119.74	1071.44	869.815	1793.29	4219.08	822.25	878.893	1170.46	3986.2	1038.73	1123.82	858.748	2308.32	781.291	3745.18	1088.42	1071.14	1465.29	1244.11	1031.1	1050.18	1112.3	1250.45	1358.94	1006.79	1062.19	1127.8	1679.18	1393.03	1058.63	1093.22	1248.77	16412.8	3565.27	10996.3	6196.23	4917.83	8111.25	3677.35	2020.66	5514.7	667494	-74.8171	2794.47	5804.71	4849.22	8804.71	8416.51	4852.28	59946.5	-73679.7	26395.9	5804.66	-1165.87	43.4337	457.995
191500	191.5	2.48427	100613	1555.39	1014.74	1530.43	915.471	649.892	615.993	3232.66	799.689	928.404	4120.45	1117.54	1091.47	909.62	1731.49	4372.91	806.752	900.567	1103.16	3971.25	1032.31	1071.11	840.846	2415.91	840.892	3501.28	958.523	1020.46	1307.78	1211.37	1013.41	1033.66	1093.18	1244.42	1265.19	1033.77	1031.87	1190.04	1811.62	1261.92	1104.43	1104.51	1080.32	16407.6	3482.41	10920.6	6377.22	4837.62	7884.49	3482.43	2021.89	5321.31	666965	86.9597	2749.68	5759.28	4808.82	9202.91	8529.18	4834.08	59853.5	-73793.4	26391.1	5814.09	-1166.81	20.4405	451.203
192000	192	2.46391	99788.5	1520.18	930.294	1511.38	868.677	703.85	606.926	3193.59	786.619	880.632	4244.93	1217.77	1047.16	827.666	1768.38	4294.46	809.309	875.606	1061.16	3652.82	966.951	1138.2	859.015	2336.97	743.28	3689.45	1101.97	1083.08	1372.36	1288.64	1032.61	1049.12	1117.5	1295.53	1300.28	1082.12	1081.89	1185.35	1888.37	1237.75	1171.77	1015.54	1070.8	16386.5	3250.06	11261.9	6172.53	5097.97	7770.66	3500.16	2062.02	5316.01	666970	-347.312	2853.53	5720.17	4600.55	9049.52	8532.38	4897.75	59900.8	-73143.7	26405.7	5759.06	-1168.19	37.2453	427.333
192500	192.5	2.47589	100274	1572.07	1048.44	1478.5	914.534	652.78	592.978	3366.21	760.069	837.503	3967.28	1199.15	980.196	846.877	1779.2	4435.88	834.496	917.041	1042.09	3786.38	987.597	1054.74	877.36	2269.51	786.703	3473.33	1013.78	1124.66	1282.89	1312.59	1041.86	1048.35	1145.08	1220.68	1241.29	983.992	1022.42	1118.93	1754.67	1273.23	1188.99	1096.09	1147.85	15896.9	3744.84	11112.7	6321.82	4939.53	7924.83	3557.94	2064.98	5478.93	667915	-328.746	2798.32	5771.62	4839.8	9025.21	8414.15	4866.96	59932	-74117.4	26475.1	5787.6	-1167.13	33.4663	448.633
193000	193	2.47826	100370	1567.94	1023.75	1439.71	928	651.362	571.155	3608.69	822.878	858.859	4161.38	1198.26	960.386	867.724	1753.49	4417.84	912.619	929.935	1163.56	3749.62	1080.43	1160.59	883.391	2487.66	790.037	3779.65	1119.55	1068.76	1358.49	1234.56	1028.36	1106.05	1176.69	1374.59	1290.27	987.381	934.36	1177.04	1901.31	1271.64	1027.39	1081.36	1137.37	16145.3	3209.68	11141	6112.21	4645.57	7851.48	3331.74	1911.17	5683.73	667535	-215.796	2850.11	5692.77	4592.36	9326.82	8488.92	4878.57	59870.3	-74071.5	26538.4	5660.7	-1164.76	21.5993	427.008
193500	193.5	2.47266	100143	1488.6	956.965	1488.95	918.724	673.071	612.79	3327.82	811.076	845.545	4121.53	1209.1	1017.83	901.709	1781.44	4309.92	819.567	879.632	1119.14	3845.41	1072.99	1092.66	814.011	2277.19	728.9	3619.71	1138.4	1061.17	1358.04	1376.84	1019	1031.71	1118.32	1263.95	1257.75	1077.08	1142.15	1128.54	1707.21	1305.86	1052.19	1020.65	1109.6	16629.9	3465.25	11206	5973.11	4648.99	7980.87	3636.1	1968.46	5328.56	666978	-39.2528	2765.25	5782.24	4761.19	9090.96	8206.88	4860.84	59820.1	-73820.6	26325.6	5712.83	-1168.63	32.3843	426.086
194000	194	2.46747	99932.5	1637.13	1039.92	1454.48	832.29	638.1	631.754	3201.49	731.172	885.953	3976.46	1214.69	1089.49	858.159	1830.21	4006.25	838.295	970.872	1188.04	4001.37	1065.05	1011.01	862.335	2423.2	723.369	3558.06	1066.66	1114.6	1435.18	1288.1	948.093	1042.19	1090.96	1206.32	1309.83	1030.37	1036.41	1133.74	1686.74	1252.81	1082.5	1063.8	1088.42	16305.6	3382.65	10980.1	6013.97	4875.56	7886.52	3463.54	1996.33	5519.42	668807	-48.5436	2786.31	5745.61	4625.82	8990.51	8457.21	4862.45	59867.1	-74304.5	26549	5775.59	-1164.45	44.2468	429.073
194500	194.5	2.46838	99969.5	1411.8	952.659	1548.36	990.955	714.418	589.178	3385.71	812.86	918.803	4096.86	1204.8	1114.32	865.466	1795.16	4306.86	887.646	870.711	1092.84	3862.17	995.468	1112.02	826.372	2476.59	788.31	3704.92	1031.08	1098.73	1402.02	1354.89	1076.89	1157.9	1034.43	1233.92	1330.24	1031.34	965.238	1210.58	1790.61	1206.11	1204.73	1070.74	959.549	16293.4	3316.17	10917.6	5930.22	4795.47	8193.61	3705.68	1871.56	5438.29	667512	-158.22	2753.49	5801.99	4657.31	8934.96	8438.68	4837.2	59823.5	-73736.7	26463	5841.04	-1165.1	33.1656	456.798
