step	time	T	Ekin	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285	angle_286	angle_287	angle_288	angle_289	angle_290	angle_291	angle_292	angle_293	bond_124	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_65	dihedral_67	dihedral_8	lj	lj-14_0	lj-14_1	lj-14_3	lj-14_4	lj-14_5
154000	154	2.48106	100483	1513.51	1022.28	1445.07	820.422	669.919	580.716	3205.53	790.367	870.823	4378.27	1224.26	1019.19	885.306	1726.42	4370.26	855.087	859.484	1085.77	4031.59	1092.02	1037.22	852.595	2446.77	768.798	3670.76	1046.76	1100.21	1464.48	1208.38	1098.49	1087.56	1051.74	1289.98	1321.32	1054.89	1008.98	1172.78	1904.05	1280.08	1082.38	1080.55	1172.56	16475.9	3333.95	11191.7	6146.43	4851.3	7935.66	3459.65	2128.97	5318.56	669654	-362.863	2920.06	5610.7	4719.39	9183.12	8499.94	5096.95	59914.7	-74250.2	26348.7	5667.17	-1167.52	70.5434	402.447
154500	154.5	2.48858	100788	1526.81	961.497	1481.4	957.662	690.396	598.144	3454.08	769.597	802.189	4167.15	1178.21	1031.08	906.726	1819.41	4400.25	848.647	901.989	1073.05	4021.92	1047.38	1123.36	869.538	2519.34	760.472	3624.89	1202.24	1112.88	1460.48	1328.06	1053.56	998.2	1066.51	1339.29	1405.37	1090.14	992.757	1177.54	1765.16	1366.42	1207.03	1060.13	1134.63	16515.9	3420.79	10658.3	6256.23	4744.04	8044.82	3459.05	1970.68	5463.19	670125	-554.793	2945.28	5575.97	4632.96	8957.09	8563.36	5149	59888.2	-73798.5	26425.9	5748.16	-1165.24	63.7166	405.083
155000	155	2.46333	99765	1518.69	1100.01	1603.42	879.716	714.944	620.981	3453.7	799.132	964.536	4191.81	1094.75	1097.82	793.473	1771.06	4194.96	913.081	878.684	1192.14	3916.45	1098.11	1060.6	824.839	2588.11	772.288	3643.73	1086.55	1101.72	1504.98	1205.12	1046.67	1085.43	1070.01	1340.2	1280.52	1034.34	998.221	1118.87	1742.75	1286.44	1064.59	1124.88	1172.35	16338.6	3348.8	10962.1	6187.68	4824.18	7647.08	3512.02	1930.98	5313.67	669202	-447.948	2853.73	5566.91	4703.66	9177.57	8445.71	5092.07	59837.1	-73494.7	26427.6	5609.78	-1168.21	73.0042	407.042
155500	155.5	2.47252	100137	1491.96	979.124	1429.74	880.835	669.621	557.054	3462.76	719.311	865.071	4116.22	1180.56	1074.02	873.474	1779.18	4393.42	888.528	896.391	1116.38	3893.97	1105.6	1093.44	855.657	2392.45	718.323	3473.64	1065.89	1093.04	1376.25	1205.14	1088.8	1063.49	1098.23	1289.69	1359.02	1096.11	962.661	1114.57	1777.78	1408.59	1077.62	1101.92	1091.13	16595.4	3421.73	11128.7	6390.46	4655.85	8091.92	3675.45	2024.09	5452.55	670201	-291.584	2903.32	5624.52	4983.58	9201.98	8563.06	4993.74	59831.1	-74348.2	26397.2	5586.5	-1165.9	63.2886	374.772
156000	156	2.49395	101005	1578.06	1002.91	1498.78	886.325	662.772	617.475	3549.75	749.359	864.359	4131.09	1142.99	980.342	853.878	1733.8	4301.2	860.666	876.272	1034.79	4107.09	1061.08	1102.28	897.084	2514.97	777.466	3705.56	1084.99	1115.07	1457.76	1233.44	928.239	1060.78	1079.02	1337.05	1226.05	1085.78	1111.28	1124.64	1812.69	1282.25	1146.49	1136.07	1107.32	16645.4	3534.32	11049	6296.51	4815.7	7979.91	3606.1	1998.69	5516.47	669005	-573.116	2890.18	5586.97	4881.32	9186.72	8437.3	5040.54	59878.6	-74301.9	26296.4	5652.08	-1169.28	29.8885	386.559
156500	156.5	2.49544	101065	1501.95	1007.09	1473.24	892.738	653.919	601.69	3518.65	771.173	918.036	4239	1176.36	1022.06	853.956	1706.55	4416.63	782.651	874.778	1160.2	3963.76	1021.86	1107.86	839.312	2442.46	715.337	3990.91	1055.96	1137.78	1424.1	1279.54	1071.35	1101.09	1204.25	1227.12	1247.54	1172.61	1017.07	1095.07	1728.41	1320.89	1036.34	1084.93	1148.44	16787.7	3405.08	11078.5	6110.71	4779.85	8088.74	3770.09	1934.49	5386.84	668996	-535.002	2892.52	5609.79	4677.52	9126.81	8517.83	5098.46	60008.7	-73793.7	26367.5	5639.51	-1166.21	53.724	395.066
157000	157	2.47549	100257	1465.3	966.594	1453.85	910.004	670.586	594.663	3542.8	764.955	865.911	4444.16	1315.86	1025.06	889.075	1832.04	4222.48	881.163	911.788	1115.59	3885.93	1019.95	1106.64	809.182	2534.31	792.782	3642.16	1063.22	1063.6	1396.63	1335.04	1086.11	1127.78	1132.18	1255.54	1279.07	1009.73	1082.7	1178.12	1837.6	1267.11	1118.89	1054.58	1140.97	16398.4	3438.58	10778.5	6123.08	4901.22	7762.59	3432.44	2045.15	5299.07	669769	-98.9203	2893.46	5657.71	4645.7	8938.71	8430.31	5037.6	59894.6	-74121.9	26467.2	5761.72	-1163.38	51.1262	404.105
157500	157.5	2.4666	99897.3	1535.72	955.617	1423.06	923.034	617.94	590.636	3221.49	810.001	881.403	4216.91	1231.63	1020.42	864.301	1680.51	4428.7	897.574	899.156	1107.24	3904.53	1033.59	1129.32	841.084	2387.68	790.275	3488.68	1068.4	1103.73	1363.86	1203.8	1043.07	1094.86	1068.8	1237	1292.9	1086.57	1009.92	1151.65	1824.97	1236.16	1070.52	1071.4	1224.21	16374.6	3580.47	11418.1	5836.41	4772.2	8192.18	3533.95	1983.05	5514.7	669309	-342.101	2919.23	5630.65	4780.08	9019.32	8475.86	4957.74	59838.1	-73283.5	26408.4	5717.79	-1167.91	64.6877	407.069
158000	158	2.4943	101019	1601.92	1044.45	1473.54	917.567	635.733	615.475	3498.51	769.143	914.112	4123.4	1164.65	1036.52	874.805	1708.02	4368	854.138	922.066	1164.94	3672.55	1069.69	1070.42	919.825	2353.9	794.747	3388.17	1063.82	1090.58	1462.59	1184.15	1147.62	1063.63	1075.97	1256.39	1353.73	1107.31	1024.51	1133.38	1767.61	1414	1071.43	1093.66	1055.74	16560.2	3748.3	10991.6	6110.93	5107.61	7768.97	3628.44	1927.21	5268.05	669680	-358.12	2882.74	5635.14	4787.45	9330.28	8233.03	5056.02	59834.2	-73811.2	26272.8	5697.64	-1168.73	75.2951	407.552
158500	158.5	2.48994	100842	1589.44	1011.99	1470.39	929.84	677.319	599.758	3412.85	793.421	904.934	4044.56	1087.15	1051.61	905.872	1676.77	4404.04	884.717	873.257	1104.77	3918.34	1024.46	1057.91	901.045	2445.53	789.978	3622.58	1119.03	1184.44	1472.84	1334.93	999.474	1124.61	1199.34	1379.67	1283.03	1088.75	1042.88	1150.44	1794.99	1268.29	1189.26	1145.14	1207.57	16678.5	3325.11	11059.8	6270.31	5055.4	8001.11	3626.74	2031.54	5485.87	668250	-327.932	2937.61	5647.39	4868.78	9182.05	8630.48	5011.83	59912.9	-73885.9	26267	5731.45	-1170.47	48.6151	393.821
159000	159	2.49738	101144	1483.11	960.832	1460.27	845.929	635.007	591.075	3395.65	797.568	873.195	4093.18	1318.45	1089.97	833.364	1660.82	4391.06	846.695	856.626	1111.05	3893.69	1027.74	1137.76	760.588	2409.57	796.792	3648.09	1120.94	1144.93	1405.87	1276.48	1061.91	1064.79	1040.58	1320.98	1371.87	1229.92	1044.57	1162.27	1785.67	1287.68	1081.95	1075.09	1108.34	16223	3331.83	11335.8	6323.3	4933.06	8025.33	3732.92	1994.84	5422.68	669219	-178.412	2826.42	5633.42	4953.01	9116.41	8505.33	4991.22	59872.1	-73918.7	26435.7	5712.4	-1164.95	50.1853	428.515
159500	159.5	2.49157	100909	1555.39	942.566	1519.56	939.334	665.518	606.354	3283.48	756.669	841.862	4291.31	1172.42	1014.64	926.504	1768.09	4319.11	810.978	900.155	1054.56	4067.24	1094.53	1026.66	883.466	2542.46	755.004	3347.28	1060.84	1069.39	1410.02	1316.28	1073.33	1111.21	1121.68	1269.57	1360.61	1042.92	975.295	1088.21	1747.73	1310.07	1134.32	1042.6	1160.05	16452.2	3414.71	10720.9	6124.71	4875.7	7863.2	3501.02	2079.16	5855.74	668748	-206.698	2878.89	5676.22	4872.97	9239.57	8451.69	4979.04	59910.1	-73870.8	26406.5	5732.33	-1166.77	61.9056	416.576
160000	160	2.45098	99264.6	1582.96	993.089	1484.96	919.275	657.124	594.923	3496.65	710.128	939.397	4297.2	1269.61	1081.73	891.932	1735.15	4279.47	844.268	918.288	1064.16	3656.83	966.349	1044.51	852.074	2605.14	760.988	3582.95	1131.94	1088.65	1458.33	1299.34	988.66	1102.65	1102.52	1263.83	1303.1	1083.8	1097.75	1104.91	1736.4	1256.34	1055.81	1047.26	1097.2	16233.6	3650.36	11117.8	6186.45	4834.16	8287.3	3515.19	1946.12	5291.98	668536	-153.25	2935.32	5637.14	4974.25	9181.09	8720.53	4966.37	59899.9	-73635.7	26448.2	5670.78	-1166.08	42.875	406.516
160500	160.5	2.4952	101056	1471.99	999.855	1437.39	891.724	640.3	569.604	3482.31	781.291	896.734	4166.12	1113.85	1037.1	853.137	1702.57	4468.21	844.074	855.253	1085.78	3814.71	1070.71	1075.78	772.603	2413.59	735.255	3606.82	1078.93	1134.51	1408.14	1334.31	1055.69	1129.33	1173.64	1265.47	1319.35	1016.58	1049.12	1003.07	1815.03	1229.16	1101.27	1085.56	1186.75	16619.1	3567.68	10780.1	6374.41	5058.2	8143.96	3568.64	1929.48	5343.81	668811	-426.907	2864.81	5690.17	4913.3	9140.93	8407.23	5019.13	59893.6	-73734	26241.4	5652.01	-1167.09	48.1776	411.727
161000	161	2.46506	99834.9	1462.78	1043.5	1398.9	876.94	642.072	548.842	3289.7	747.326	904.657	4216.88	1200.08	1072.9	836.475	1712.41	4487.32	869.745	876.002	1089.95	3707.55	1048.38	1021.59	797.823	2556.68	750.231	3509.26	1092.26	1167.16	1310.09	1310.4	1021.01	1102.48	1065.21	1298.16	1269.89	1010	976.581	1095.14	1838.69	1285	1104.42	1110.77	1169.86	16563.9	3384.84	11045	6291.04	4861.91	8120.17	3589.4	1950.63	5313.95	669325	-294.029	2874.71	5635.35	4881.17	9124.05	8146.25	4976.62	59814.6	-73474.2	26385	5782.1	-1164.9	62.8585	430.716
161500	161.5	2.48248	100540	1479.75	1043.12	1481.96	919.267	681.633	572.024	3465.35	796.716	923.641	3998.99	1121.85	1118.57	890.679	1696.22	4043.59	840.202	875.211	1052.03	3915.54	1085.68	1110.49	861.352	2357.91	766.504	3557.64	1129.15	1016.61	1539.85	1360.08	1075.13	1070.08	1031.81	1235.46	1260.04	1145.14	1074.14	1121.25	1699.05	1268.03	1133.97	1113.24	1168.12	16384.4	3540.5	11213.5	6486.29	4728.96	7991.28	3581.69	1899.82	5548.88	670391	-455.777	2906.92	5616.98	4671.11	9033.15	8661.9	5054.22	59892.2	-74201.3	26364.8	5698.09	-1166.72	64.341	400.64
162000	162	2.45479	99418.8	1492.13	995.964	1461.23	900.981	671.565	573.627	3501.31	814.813	890.572	4270.49	1270.99	1050.07	834.884	1734.99	4190.06	842.676	862.349	1100.56	3849.98	1119.03	1055.31	793.278	2548.74	770.303	3624.46	1060.61	1043.73	1387.23	1187.69	1058.26	1037.2	1041.95	1309.11	1401.91	991.236	1093.22	1083.41	1718.76	1269.57	1104.31	997.731	1231.47	16697.7	3587.68	11136.2	6298.37	4732.96	8200.21	3583.88	2044.18	5448.42	669356	-287.832	2851.69	5638.24	4934.23	9093.06	8499.88	4986.7	59862.4	-74400.2	26306.8	5684.65	-1167.39	48.8373	406.605
162500	162.5	2.48279	100553	1619.33	1002.41	1510.46	942.131	667.207	617.993	3368.59	808.741	902.794	4097.12	1281.39	1079.58	966.737	1771.31	4193.61	863.281	953.367	1055.05	3969.14	1016.46	1087.2	826.448	2459.88	824.254	3610.16	1073.31	1190.2	1462.3	1339.39	1050.36	1128.62	1184.4	1342.5	1388.43	1052.4	1096.97	1144.43	1774.97	1400.94	1116.18	1160.62	1166	16100.4	3261.46	10771.9	6198.1	4905.04	8160.07	3701.68	1862.96	5427.88	668804	-300.779	2913.3	5643.97	4649.14	9255.5	8402.45	5029.92	59868.9	-73738.4	26497.4	5812.13	-1165.95	58.0135	411.978
163000	163	2.46282	99744.1	1467.82	998.604	1438.32	900.418	689.398	578.587	3380.98	751.564	901.811	4114.37	1274.03	1082.46	862.429	1769.33	4276.72	918.137	877.888	1146.95	3856.75	1029.7	1132.58	791.655	2463	764.638	3506.54	957.911	1156.41	1330.58	1304.86	991.316	1118.99	1078.24	1429.74	1280.71	1073.64	1016.83	1033.4	1763.98	1278.77	1147.35	1125.05	1070.74	16435.4	3363.9	11373.6	6068.24	4825.77	8101.09	3596.68	1999.23	5738.77	669034	-239.389	2903.82	5636.81	4709.08	9109.48	8523.94	4987.48	59815.9	-74054.1	26397.3	5627.99	-1168.31	76.105	410.75
163500	163.5	2.50556	101475	1533.86	1026.15	1414.68	859.357	619.869	592.993	3320.85	723.418	801.421	4321.2	1230.16	1121.86	860.275	1662.52	4294.42	833.404	864.588	1083.22	3907.7	1137.46	1177.35	837.948	2414.7	687.255	3708.09	1055.6	1131	1412.05	1235.24	1040.35	1055.61	1125.37	1256.1	1250.91	1138.38	1054.63	1137.86	1816.89	1247.42	1049.31	1014.72	1170.96	16402.4	3748.77	10826.9	6237.9	4697.97	8018.99	3666.67	1943.71	5512.75	669207	-141.144	2912.05	5719.4	4862.4	8962.75	8588.62	4928.89	59897.4	-74378.2	26390.8	5804.3	-1163.5	47.652	419.101
164000	164	2.48455	100624	1529.65	1023.04	1491.72	983.44	649.007	616.002	3505.78	788.903	902.84	4023.59	1149.55	1075.07	842.552	1790.07	4191.66	838.705	909.492	1150.7	3905.44	991.169	1134.6	846.488	2526.72	738.839	3734.64	1082.63	1099.45	1495.62	1298.83	1042.53	1073.15	1159.61	1323.72	1228.89	1081.33	1080.34	1104.43	1848.3	1284.56	1110.86	1078.56	1057.2	16616.1	3585.74	10853.5	6285.63	4634.76	8036.37	3675.86	2203.94	5299.25	668291	-494.409	2864.05	5664.56	4745.07	9022.9	8280.37	5018.62	59877.4	-73457	26340.7	5758.68	-1166.48	43.0236	430.429
164500	164.5	2.49756	101151	1543.03	978.711	1479.76	851.099	661.993	603.5	3371.63	723.991	908.001	3949.26	1285.13	1098.79	867.87	1787.39	4359.72	828.444	892.145	1029.33	3870.92	1036.07	1044.76	815.033	2299.08	784.983	3781.01	1095.18	1070.43	1447.63	1354.3	1001.97	1086.18	1114.54	1243.78	1358.22	1029.04	1045.27	1065.16	1750.46	1297.8	1059.5	1123.66	1049.08	16537.9	3405.27	11007	6300.34	4806.49	8255.78	3584.74	2027.6	5477.15	668514	-294.134	2900.2	5623.38	4616.46	9192.81	8679.12	5018.8	60032.4	-73804.5	26321.6	5685.67	-1168.6	55.3757	407.319
165000	165	2.47619	100286	1519.37	1000.46	1468.72	885.529	660.817	587.779	3482.66	818.407	856.938	3973.29	1210.73	1022.08	848.434	1775.16	4236.31	854.62	902.455	1179.46	3778.58	1033.98	1096.03	839.762	2454.32	737.819	3643.21	1066.09	1135.24	1513.97	1201.84	1075.45	1114.04	1029.41	1167.5	1280.69	996.916	1039.13	1202.65	1747.1	1215.4	1118.23	1093.57	1114.5	16715	3449.43	11048.5	6508.24	4923.73	7900.94	3610.17	2022.38	5224.56	669261	-119.334	2863.6	5582.59	4697.49	9364.22	8457.6	5060.86	59904.6	-74071.3	26330.1	5760.36	-1166.55	71.0049	426.393
165500	165.5	2.46477	99823.3	1549.24	945.337	1526.2	972.671	686.151	599.112	3435.09	752.758	849.271	4141.65	1229.6	1043.28	851.003	1832.44	4475.02	827.464	927.887	1161.67	3763.78	934.35	1072.75	838.007	2427.61	747.867	3531.72	1083.49	1100.73	1397.93	1135.75	1038	1095.83	1167.52	1255.17	1299.45	1038.17	1034.42	1120.93	1792.92	1243.31	1109.36	1099.73	1041.82	16530.9	3551.33	10918.9	6182.7	4972.94	8232.33	3422.21	2080.91	5390.64	669035	-140.615	2896.66	5630.43	4719.67	9051.16	8490.89	5048.84	59889.1	-73952.5	26414.7	5719.65	-1167.16	60.4336	417.576
166000	166	2.48326	100572	1557.89	971.72	1511.38	914.492	637.783	621.059	3345.24	753.429	958.804	4268.38	1189.42	1145.87	891.167	1708.3	4392.47	779.336	895.177	1109.48	3746.51	1105.64	1066.14	845.798	2353.19	790.76	3733.37	1023.29	1053.31	1377.41	1367.62	1153	1116.92	1079.04	1338.06	1364.6	1116.55	970.509	1095.9	1830.61	1199.52	1051.63	1062.59	1109.51	16609.2	3479.05	11123.8	6161.36	4883.74	8068.28	3550.23	1996.46	5238.49	668589	-251.396	2896.43	5684.99	5029.08	9188.53	8532.84	4987.74	59912.2	-73952.2	26381.3	5685.31	-1168.29	54.1776	431.144
166500	166.5	2.46174	99700.6	1550.48	1036.36	1458.33	810.13	610.614	600.161	3335.75	775.673	889.661	4243.25	1249.98	1166.78	845.71	1644.58	4442.29	783.341	884.592	1142.54	3955.73	1020.88	1136.72	901.716	2423.66	803.765	3609.83	1107.8	1111.53	1444.41	1285.25	1111.1	1106.52	1101.02	1321.32	1402.76	958.381	1079.02	1167.88	1827.05	1274.62	1168.16	1175	1101.99	16249.8	3586.33	11072.3	6456.93	4877.5	7841.9	3519.61	1943.63	5501.39	668371	-349.831	2909.34	5682.29	4713.7	9316.66	8403.69	4926.81	59966.8	-73983.9	26461.4	5665.02	-1165.72	51.1118	401.289
167000	167	2.4727	100144	1565.92	1017.37	1571.75	946.619	690.29	622.996	3446.17	762.972	935.03	4004.07	1229.41	976.006	827.461	1756.72	4354.61	841.396	885.073	1107.77	3750.58	969.568	1215.27	856.388	2492.99	775.26	3743.04	1035.52	1154.15	1454.44	1267.46	1023.7	1076.22	1060.89	1316.25	1276.94	1096.88	998.763	1159.8	1812.31	1308.15	1202.2	1157.01	1074.19	16702.4	3271.72	11056.8	6490.68	4842.29	7951.08	3753.06	2112.82	5722.8	668276	-406.555	2892.95	5665.55	4775.64	8936.8	8451.57	5000.62	59912.7	-74124.8	26321.7	5627.22	-1169.18	53.5548	413.841
167500	167.5	2.50077	101281	1592.16	961.014	1481.54	893.341	681.638	580.647	3248.62	742.542	911.913	4115.17	1170.79	1061.42	914.941	1825.02	4326.93	869.506	970.018	1017.38	4022.01	1051.41	1110.77	849.5	2343.61	792.074	3510.7	1011.49	1044.1	1366.57	1369.65	1019.41	1089.68	1096.05	1317.55	1387.54	1121.04	1039.26	1135.19	1775.68	1251.15	1106.62	1095.16	1100.98	16700.9	3473.3	11011.3	6305.06	4922.82	8009.35	3571.81	2076.1	5436.6	668525	-287.225	2882.79	5664.48	4754.28	9207.73	8312.36	5003.56	59828.5	-73735.3	26347.9	5695.7	-1170.63	62.4179	415.083
168000	168	2.48581	100675	1508.95	947.026	1514.63	950.551	629.417	621.626	3361.66	801.635	912.698	4349.02	1133.96	1078.31	855.051	1675.49	4367.83	912.413	856.574	1147.74	3937.04	1044.8	1035.21	804.676	2430.34	726.492	3820.77	1113.89	1148.31	1472.92	1252.86	1181.44	1196.21	1089.11	1250.87	1288.96	1120.58	1089.41	1050.96	1728.05	1331.59	1114.72	1059.36	1118.69	16070.8	3673.55	10903.9	6307.07	4701.45	7861.55	3514.52	1938.75	5567.94	669063	-380.666	2861.3	5647.66	4858.33	8992.43	8285.39	5005.64	59948.1	-74289.5	26397.4	5718.38	-1166.6	49.9269	419.856
168500	168.5	2.48481	100635	1513.08	968.745	1457.22	876.193	683.351	568.78	3406.33	765.629	929.954	4179.73	1182.02	1145.56	920.941	1824.86	4277.52	857.105	911.278	1148.32	3930.45	1048.85	1152.74	798.033	2416.48	784.178	3693.67	1071.44	1175.12	1508.74	1227.71	1004.85	1059.58	1097.63	1220.06	1372.99	1001.78	1019.29	1080.81	1813.54	1190.19	1136.68	1118.58	1061.89	16421.9	3417.33	10995.6	6260.15	4793.44	8037.9	3541.4	2007.5	5476.5	667942	-406.264	2921.41	5629.51	4752.62	9197.33	8567.62	5026.4	59985.8	-73607	26432.9	5684.66	-1167	48.9562	416.715
169000	169	2.47056	100057	1510.31	1073.15	1434.59	905.965	682.336	587.23	3456.3	796.308	838.526	4077.4	1252.14	1004.52	842.751	1871.95	4374.16	967.653	912.486	1191.77	3809.26	999.382	1058.06	800.414	2281.62	700.434	3614.16	1106.29	1117.38	1512.08	1345.26	1136.18	1071.3	1150.33	1214.72	1293.12	1052.62	1028.18	1144.96	1935.38	1306.19	1033.96	1145.08	1137.98	16344.1	3518.94	11036.2	6295.73	4898.24	7926.95	3478.36	2083.27	5551.84	668308	-255.622	2917.34	5626.36	4674.9	9138.39	8387.51	5055.49	59856.4	-73700.9	26384.1	5783.68	-1168.68	56.2475	431.182
169500	169.5	2.46728	99925	1527.1	992.047	1533.27	956.627	674.232	615.508	3345.73	788.651	923.584	4151.81	1188.82	1066.79	835.937	1716.71	4314.05	811.99	890.739	1084.16	3795.73	1035.53	1068.4	878.123	2284.55	724.861	3727.83	1086.81	1191.6	1376.76	1261.71	1075.45	1070.18	1064.41	1203.08	1314.62	997.517	956.711	1123.94	1831.1	1334.18	1147.43	1073.59	1064.17	15952.9	3500.17	11473.1	6493.72	4745.24	7937	3818.51	1877.83	5245.96	668832	-266.577	2855.22	5692.54	4778.26	8990.14	8065.87	4993.82	59813.1	-73902.3	26583.5	5646.98	-1166.11	52.4086	389.351
170000	170	2.4988	101201	1511.05	989.875	1485.34	890.443	632.285	588.982	3351.55	807.83	890.592	3936.41	1182.09	1076.98	849.651	1651.03	4419.98	900.68	844.424	1097.99	4006.81	1017.32	1116.72	836.41	2381.55	792.638	3671.79	1055.49	1104.31	1407.51	1233.52	1141.13	1046.37	1178.3	1270.48	1256.44	990.925	1129.01	1117.99	1866.09	1298.11	1101.24	1114.51	1045.85	16489	3430.22	10864.7	6334.93	4769.98	8063.55	3515.55	1945.39	5475.4	669125	-317.022	2846.64	5663.51	4885.32	9271.32	8488.6	4967.05	59966.5	-74168.7	26357.1	5662.71	-1164.84	49.671	408.826
170500	170.5	2.48545	100661	1475.71	970.814	1523.62	939.248	678.693	605.349	3440.4	814.604	947.668	4224.15	1259.19	1097.77	921.127	1767.37	4251.25	856.674	878.647	1185.04	3951.79	1125.71	1092.89	893.723	2392.84	807.41	3693.82	1137.25	1044.13	1428.17	1332.08	1094.32	1062.72	1125.2	1228.47	1296.57	991.951	1098.02	1086.22	1603.57	1257.92	1149.89	1115.75	1121.47	16495.2	3586.93	10907.8	6285.75	4790.61	7782.41	3409.51	2063.07	5462.13	668346	-179.809	2826.57	5694.7	4851.25	9053.23	8308.63	4939.97	59816.9	-73753.1	26405.8	5745.32	-1165.28	45.6336	443.413
171000	171	2.48951	100825	1490.65	960.121	1442.11	825.024	636.626	566.33	3428.38	776.546	884.37	4160.97	1162.27	1074.46	820.466	1703.4	4255.02	843.205	883.226	1031.94	4180.75	1054.42	1075.46	853.671	2364.48	741.938	3652.9	1032.38	1111.43	1426.13	1294.54	1132.2	1065.05	1163.46	1253.41	1319.01	1012.93	1039.79	1142.81	1757.11	1297.18	1156.04	1061.4	1161.69	16108.2	3508.07	11236.7	6272.07	4756.35	8018.08	3395.07	1881.48	5518.81	669263	-82.6586	2906.47	5677.95	4789.07	9184.24	8482.41	4991.09	59955.8	-73943.1	26468.4	5663.88	-1166.18	51.2093	418.179
171500	171.5	2.46771	99942.2	1648.41	1027.38	1600.33	965.965	695.289	629.539	3358.75	772.455	927.86	4082.59	1125.31	1085.98	907.918	1762.26	4367.4	911.448	940.841	1071.58	3860.99	1102.76	1092.32	868.277	2374.69	702.849	3510.01	1076.68	1054.46	1374.43	1253.07	1088.79	1152.81	1171.13	1246.75	1256.47	1002.85	1085.28	1185.38	1681.69	1311.65	1073.73	1031.63	1130.84	16276.6	3533.79	11054.8	6133.23	4758.36	7790.08	3519.61	2007.68	5546.44	668102	-357.984	2868.99	5697.58	4691.4	9132.61	8459.7	4994.41	59962.3	-73365.2	26383.7	5755.6	-1169.07	62.4753	426.132
172000	172	2.49418	101014	1570.12	952.655	1437.78	880.841	678.788	584.758	3458.66	820.869	918.035	4154.47	1189.03	1098.24	903.567	1800.3	4297.52	839.215	926.628	1171.75	3885.6	996.386	1083.13	839.177	2330.14	712.907	3655.99	1120.51	1094.29	1387.47	1314.05	1078.83	1092.13	1104.41	1243.85	1350.26	1046.27	1088.72	1100.31	1773.39	1222.06	1120.47	1105.6	1168.7	16513	3359.63	10887.7	6180.88	4741.92	7986.65	3617.75	1959.23	5318.64	669215	-310.533	2896.42	5728.23	4616.25	9025.09	8396.25	4963.62	59834.9	-74248.3	26430.9	5713.27	-1167.58	51.5334	446.102
172500	172.5	2.48073	100469	1523.34	942.718	1413.96	868.446	661.694	551.827	3392.52	736.144	932.788	4093.03	1202	1089.11	848.394	1798	4286.64	800.358	927.304	1149.76	4000.26	1059.9	1121.91	867.027	2418.16	743.448	3545.69	1024.44	1156.63	1493.93	1334.58	1037.01	1124.01	1094.05	1235.38	1392.85	1128.97	1045.1	1102.28	1675.4	1296.92	995.678	1037.91	1180.24	16371.6	3504.93	11193.2	6159.26	4833.84	7701.92	3559.62	2101.72	5397.73	669276	-438.912	2887.27	5704.55	4843.02	8931.2	8683.77	4914.64	59915.7	-74367.3	26380.6	5681.04	-1167.04	55.7972	427.445
173000	173	2.48504	100644	1475.75	949.59	1419.88	864.968	703.183	554.865	3439.94	855.24	879.536	4186.48	1252.62	1106.76	880.816	1808.9	4107.03	870.67	891.318	1149.91	3860.12	1088.54	1123.78	811.442	2409.15	831.466	3409.92	1056.34	1118.94	1376.52	1381.4	1073.12	1089.46	1139.04	1327.92	1227.5	998.184	1067.17	1064.8	1788.59	1244.89	1153.16	1044.16	1235.95	16458	3361.34	11192.7	6016.22	4780.66	8265.44	3660.74	2167.45	5737.63	668838	-316.341	2906.99	5754.64	4888.66	9189.37	8584.78	4885.78	59829.5	-73911.4	26415	5795.06	-1167.72	54.9242	429.564
173500	173.5	2.48082	100473	1474.95	987.704	1322.96	875.592	627.426	555.677	3352.28	770.631	842.936	4175.76	1237.03	1023.15	895.803	1721.85	4456.38	806.905	862.255	1092.37	4093.44	1031.51	1067.55	860.312	2508.7	758.135	3559.01	1181.42	1150.28	1383.5	1358.43	1138.32	1000.59	1099.71	1243.45	1365.47	1131.64	1061.23	1120.51	1781.38	1257.66	1074.84	1185.21	1146.51	16819.6	3505.72	11393.7	6205	4864.51	7774.43	3646.54	2021.35	5462.11	668423	-216.355	2850.32	5706.76	4828.89	9215.27	8482.49	4949.17	59864.9	-73663.8	26363.5	5765.41	-1165.53	31.834	440.345
174000	174	2.47201	100117	1505.27	982.609	1455.29	874.644	646.244	591.78	3627.74	781.386	851.988	3949.87	1157.61	1090.39	877.298	1724.35	4146.01	816.426	892.213	1021.8	3981.4	1086.53	1137.57	862.591	2478.98	741.172	3730.69	1070.52	1015.85	1434.35	1226.92	1085.49	1053.17	1140.7	1285.45	1371.28	1092.57	1068.79	1117.52	1763.65	1288.8	1082.55	1020.75	1203.53	16526.5	3474.74	11394.6	6389.69	4971.93	8192.61	3559.14	1987.94	5412.92	668645	-173.302	2981.27	5645.38	4707.16	9187.89	8392.67	5027.77	59916.1	-74285.4	26371.1	5758.91	-1167.25	33.1718	419.044
