step	time	T	T-cg	T-at	Ekin	res	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285_cross	angle_286_cross	angle_287_cross	angle_288_cross	angle_289_cross	angle_290_cross	angle_291_cross	angle_292_cross	angle_293_cross	bond_124	bond_124_cross	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131_cross	bond_132_cross	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_4_cross	dihedral_65	dihedral_65_cross	dihedral_67	dihedral_8_cross	lj	lj-14_0	lj-14_0_cross	lj-14_2	lj-14_3	lj-14_8_cross	lj-14_9_cross	tab-cg
113800	113.8	2.45125	2.47614	2.44849	55153.2	0.93799	603.716	750.333	366.922	903.089	474.472	463.893	374.089	562.49	467.189	494.696	514.078	716.35	934.571	400.202	820.164	528.213	492.995	433.949	646.888	509.415	487.923	561.714	404.857	563.482	358.207	929.659	496.168	458.696	370.902	621.766	458.885	465.426	588.752	695.928	677.874	401.934	296.566	290.198	361.979	715.357	370.201	340.399	4588.99	2933.11	5073.78	2624.12	2419.88	3934.45	1424.19	852.517	562.44	1579.05	2182	299825	1340.63	680.574	4379.47	1059.79	2497.36	948.633	1250.52	2449.86	540.278	26350.6	-19525	4299.76	-289.568	-336.123	412.804	11729.5	-509.358	-2742.4
113900	113.9	2.488	2.47614	2.48932	55980	0.93899	582.156	755.872	352.814	901.285	512.064	534.504	372.313	635.819	522.228	547.016	543.081	737.24	931.265	360.154	816.786	471.08	485.685	388.447	654.902	490.998	446.218	503.613	433.991	544.819	372.086	966.893	511.471	504.431	356.449	606.744	520.965	437.603	499.591	742.813	674.381	412.827	297.227	318.699	346.059	735.112	351.528	365.986	4557.18	3044.77	5076.64	2823.94	2327.2	4011.48	1682.45	798.311	564.809	1516.43	2272.64	299712	1256.6	668.384	4353.5	1001.25	2505.44	956.963	1272.15	2385.43	553.043	26427.2	-19428.8	4218.07	-290.275	-335.845	408.487	11760.5	-511.501	-2702.4
114000	114	2.48248	2.47614	2.48318	55855.7	0.93999	656.89	692.129	330.165	946.621	462.453	446.086	353.2	599.693	501.676	500.227	608.673	744.467	911.967	370.712	778.066	513.785	481.392	415.814	641.792	521.563	511.203	514.807	463.252	565.255	383.753	908.096	559.772	541.18	379.755	590.616	502.679	527.362	550.494	797.513	700.144	426.613	323.876	330.98	355.548	778.016	351.538	365.104	4734.42	3153.85	5151.68	2549.68	2155.53	4089.02	1698.62	814.85	554.575	1510.73	2354.74	300653	1265.67	669.428	4394.99	1009.02	2402.6	886.056	1233.69	2419.49	547.626	26462	-19423.5	4259.5	-290.908	-336.167	410.208	11746.2	-513.901	-2658.39
114100	114.1	2.47814	2.47614	2.47836	55758.1	0.94099	631.699	772.848	395.996	917.439	512.84	483.523	363.708	668.65	555.55	498.353	556.427	683.01	904.362	403.174	868.502	530.646	457.481	381.549	632.311	583.353	522.554	555.538	441.166	552.838	343.371	936.908	493.408	536.724	338.054	634.491	481.342	589.238	550.784	715.429	603.911	388.133	280.227	299.354	361.959	734.911	329.066	364.044	4714.11	3088.78	4981.08	2695.12	2288.59	4134.32	1598.16	914.416	537.999	1491.56	2238.49	301464	1241.5	656.343	4381.68	1070.38	2437.15	953.482	1269.31	2392.88	553.41	26484.3	-19618	4315.42	-291.261	-336.082	418.368	11739.4	-512.548	-2618.46
114200	114.2	2.48967	2.47614	2.49118	56017.7	0.94199	570.545	752.636	370.406	954.839	564.197	480.864	375.536	724.558	529.634	533.953	512.296	740.699	988.479	406.001	801.035	533.309	480.742	414.377	637.946	519.318	523.733	504.845	407.739	586.046	373.121	1033.6	500.172	492.678	424.828	645.589	472.283	493.171	464.81	679.872	643.943	389.582	282.337	306.032	366.357	812.972	365.943	359.935	5238.36	2958.91	5142.19	2760.59	2320.97	3916.77	1662.09	814.571	533.103	1413.41	2428.12	301554	1244.4	652.696	4329.12	1051.18	2625.46	928.82	1248.04	2469.68	558.135	26573.5	-19428.9	4199.79	-291.982	-335.949	410.517	11823.2	-514.284	-2564.3
114300	114.3	2.46944	2.47614	2.46869	55562.3	0.94299	587.723	780.677	394.386	920.914	510.224	490.612	407.079	652.821	459.19	478.581	522.175	694.852	945.457	411.215	860.937	485.414	533.499	412.497	603.693	507.011	547.059	497.577	424.596	551.26	374.822	1048.33	487.022	534.55	341.31	606.138	463.744	506.824	533.558	776.349	687.589	406.447	315.385	300.817	340.439	715.236	363.267	305.425	4644.32	2830.97	5107.64	2832.9	2409.33	4097.71	1703.77	835.883	526.717	1535.43	2239.13	302111	1215.81	635.463	4389.76	1012.32	2423.17	975.546	1255.45	2356.9	550.805	26674.2	-19618.6	4204.4	-292.579	-335.47	406.917	11928.5	-515.236	-2526.62
114400	114.4	2.45255	2.47614	2.44993	55182.4	0.94399	549.706	800.635	373.379	965.482	530.917	529.569	364.697	665.272	524.867	559.554	482.13	736.764	938.159	411.865	792.123	531.715	506.8	423.02	644.917	587.736	468.828	535.114	422.674	591.199	377.729	988.143	520.603	539.724	374.687	553.308	520.641	464.977	496.137	709.304	720.837	409.81	303.418	321.776	333.063	762.67	377.09	346.8	4517.48	3207.41	5140.18	2718.1	2219.4	4014.4	1607.56	986.675	521.118	1401.01	2374.62	303061	1309.01	673.119	4369.85	983.224	2453.82	952.243	1326.21	2442.16	531.213	26697.7	-19798.4	4218.08	-293.113	-335.875	407.823	11912.4	-516.954	-2491.07
114500	114.5	2.50618	2.47614	2.50952	56389.1	0.94499	655.102	746.923	358.598	931.382	462.588	559.257	357.788	629.751	495.216	517.154	592.997	689.508	946.289	428.179	739.61	461.565	435.776	416.164	564.296	554.061	490.105	525.895	425.38	500.814	376.306	1037.69	495.709	543.92	401.567	644.586	543.387	467.502	554.689	768.896	688.315	410.775	306.693	320.177	310.776	744.959	365.773	322.698	4761.27	2912.7	4953.42	2580.16	2347.53	3937.83	1510.37	802.798	509.674	1571.46	2273.83	303889	1288.86	673.098	4364.87	1014.08	2438.39	929.084	1244	2460.14	532.883	26679.7	-19860	4207.79	-293.899	-335.947	409.275	11904.9	-517.646	-2443.72
114600	114.6	2.48635	2.47614	2.48748	55942.8	0.94599	608.432	759.142	388.205	951.336	544.55	496.495	382.545	633.179	465.119	503.607	485.609	698.933	917.517	395.1	865.533	532.507	436.238	446.422	636.64	563.937	545.633	527.35	442.454	462.842	407.598	1015.91	598.947	497.668	361.649	578.824	542.642	463.492	572.668	729.879	680.781	427.364	298.496	303.525	339.15	768.144	370.617	361.134	4837.6	3198.1	5054.89	2748.37	2400.42	4001.33	1722.61	926.627	499.341	1439.08	2380.15	303429	1306.27	655.055	4383.19	977.474	2403.26	953.522	1249.22	2385.05	530.402	26765.9	-19643.3	4288.96	-294.378	-335.746	427.003	11841.8	-519.749	-2395.11
114700	114.7	2.48013	2.47614	2.48058	55803	0.94699	594.703	728.739	327.63	980.405	526.249	546.234	313.719	653.07	488.458	549.594	582.898	788.119	977.852	391.474	878.101	460.86	502.718	409.833	671.97	536.317	484.889	508.548	435.758	510.133	363.439	966.882	468.311	523.908	355.027	604.93	457.837	440.935	545.822	674.666	716.004	435.629	299.033	314.655	351.51	758.053	349.085	357.575	4640.82	3309.15	5230.46	2792.29	2416.66	4119.11	1515.66	848.66	492.288	1512.37	2349.4	304012	1278.29	634.05	4376.5	993.674	2416.93	927.676	1234.82	2473.24	515.638	26869.5	-19723.8	4240.27	-295.202	-335.654	402.357	11918.9	-519.804	-2344.82
114800	114.8	2.47422	2.47614	2.474	55669.9	0.94799	669.017	827.721	371.81	986.68	504.894	528.427	361.644	591.744	511.253	525.592	543.852	808.374	921.356	475.545	768.768	470.031	543.603	441.42	697.716	570.637	544.959	476.577	456	581.625	360.05	1001.77	515.861	498.254	409.864	607.059	507.46	505.576	562.231	733.763	711.706	386.574	292.265	308.448	337.821	785.227	390.953	336.468	5101.25	2993.68	5138.32	2819.43	2240.36	3857.19	1492.05	869.254	479.125	1604.99	2311.23	305069	1243.62	645.756	4356.2	978.172	2451.55	931.344	1186.12	2496.73	514.99	26856.8	-19765.4	4213.66	-295.535	-335.909	411.95	11860.7	-522.815	-2294.61
114900	114.9	2.48345	2.47614	2.48426	55877.5	0.94899	631.147	768.817	333.861	884.447	545.503	470.326	350.575	654.268	526.423	536.501	525.598	712.837	999.383	406.492	880.968	490.217	508.354	414.39	675.795	500.697	557.407	548.014	420.01	534.714	341.013	994.235	487.81	480.677	336.2	576.282	476.957	555.068	491.062	702.434	730.053	439.922	291.567	316.928	369.236	756.245	355.81	336.934	4836.84	3264.95	4904.06	2748.83	2227.16	4125.2	1616.14	841.576	473.021	1313.02	2250.08	305665	1369.1	671.032	4369.06	953.687	2467.12	984.399	1217.28	2478.74	533.348	27051.5	-19815.1	4255.48	-296.258	-335.866	411.525	12024.4	-520.581	-2250.25
115000	115	2.46288	2.47614	2.4614	55414.7	0.94999	641.272	783.577	381.841	975.557	522.931	519.346	350.41	589.631	512.11	534.52	520.881	753.328	987.193	428.634	777.575	479.512	452.471	406.65	642.622	484.194	507.988	564.125	389.41	542.001	427.815	1040.05	516.166	510.352	412.63	569.619	495.455	513.54	528.397	721.847	701.391	415.374	295.675	330.146	395.538	803.751	365.924	335.04	4852.24	3269.18	5085.19	2884.05	2369.23	4117.13	1573.68	818.125	466.578	1344.27	2268.76	305801	1377.88	680.319	4368.99	944.801	2460.02	919.809	1181.01	2318.37	532.324	26983.8	-19860.8	4145.97	-296.992	-335.676	414.954	11941	-525.814	-2217.84
115100	115.1	2.48285	2.47614	2.48359	55864	0.95099	659.579	716.753	343.128	956.127	557.341	477.428	356.68	680.939	497.449	462.986	497.141	790.01	1012.34	397.625	825.05	423.912	468.586	409.785	585.742	488.576	474.441	490.191	397.179	503.716	415.814	947.675	516.286	555.596	398.691	609.2	483.9	549.855	575.169	766.706	744.673	440.016	326.424	312.279	354.011	818.073	393.325	347.11	4936.7	3165.23	5276.33	2894.66	2380.09	4015.61	1569.5	944.827	455.751	1444.58	2270.37	306411	1255.07	636.3	4362.28	1010.19	2540.61	966.753	1210.56	2301.91	539.501	27083.3	-20060.4	4231.07	-297.5	-335.621	426.149	11955.3	-528.957	-2178.23
115200	115.2	2.47612	2.47614	2.47612	55712.7	0.95199	577.041	805.134	346.083	981.77	489.368	557.812	400.038	591.092	505.717	495.789	597.446	718.822	1037.03	378.294	836.529	426.194	475.213	387.51	653.172	529.561	522.846	479.508	426.991	528.514	366.718	963.561	469.747	539.511	353.963	579.546	544.041	475.012	560.701	719.189	622.756	425.557	276.888	321.105	333.191	764.113	340.969	335.049	4606.34	3161.38	5332.03	2826.62	2408.79	4152.45	1559.09	926.792	444.892	1546.97	2221.98	307229	1289.2	639.893	4346.8	1056.37	2607.93	993.711	1186.73	2338.14	548.578	27109.7	-19861.8	4204.51	-298.128	-335.707	417.512	12072.6	-525.059	-2132.71
115300	115.3	2.51042	2.47614	2.51422	56484.4	0.95299	618.46	754.331	370.465	1021.13	526.638	463.574	393.913	598.616	494.28	520.57	521.27	739.395	999.194	459.411	776.67	524.299	499.384	417.1	617.699	504.743	527.329	479.138	432.419	591.914	394.603	970.919	555.554	487.163	392.119	651.546	571.889	515	519.3	745.367	734.686	473.705	305.745	322.306	343.254	793.656	375.316	356.831	4684.2	3117.46	5452.52	2879.2	2218.04	4176.28	1578.4	856.841	434.584	1421.68	2469.29	307919	1192.75	613.742	4388.61	1018.08	2401.05	933.953	1200.5	2434.64	554.822	27215.3	-19972.6	4196.22	-298.866	-335.608	395.993	12126.8	-528.257	-2085.63
115400	115.4	2.50551	2.47614	2.50877	56374	0.95399	579.279	740.641	379.259	937.559	504.501	499.202	355.344	623.17	514.57	565.673	504.272	720.259	947.1	424.907	871.446	474.454	488.983	392.96	673.976	522.49	551.786	520.083	421.2	574.964	347.103	1041.12	460.622	536.601	376.127	669.576	500.773	503.976	534.38	772.044	704.421	394.421	305.159	333.281	339.535	802.084	377.815	356.086	4754.17	3161.56	5386.5	2789.14	2233	3891.42	1608.1	858.873	430.075	1446.68	2229.81	308592	1294.18	667.27	4384.13	1006.42	2468.42	932.451	1203.56	2432.84	545.588	27259.4	-20234.1	4209.82	-299.564	-335.691	385.531	12093.8	-530.487	-2044.91
115500	115.5	2.47644	2.47614	2.47647	55719.8	0.95499	576.976	708.523	422.341	995.185	511.778	515.701	392.054	678.5	475.734	521.643	528.498	787.477	909.785	379.039	904.183	407.202	507.909	391.682	595.004	637.679	510.737	522.094	414.003	545.503	355.844	865.987	486.289	498.944	344.975	609.769	519.774	455.3	534.453	714.741	660.4	395.427	286.114	319.8	326.543	785.518	370.768	323.55	5013.76	3143.2	5300.76	2727.09	2398.71	4113.84	1622.14	957.193	420.747	1355.87	2384.41	309164	1287.51	677.252	4366.61	1076.04	2585.01	1014.37	1258.06	2374.17	551.436	27296.6	-20327	4150.91	-300.139	-335.75	408.358	12132.9	-530.474	-2000.6
115600	115.6	2.47347	2.47614	2.47317	55653	0.95599	605.184	767.457	367.45	900.251	547.648	477.721	386.38	629.496	512.509	506.776	531.484	713.202	968.198	401.835	824.493	477.491	496.63	429.583	561.153	487.986	475.347	541.219	397.831	593.311	342.084	851.603	506.827	542.805	414.306	668.512	500.701	465.935	586.066	718.864	678.759	426.516	305.994	307.053	359.133	788.47	374.034	305.305	4784.37	3165.53	5401.22	2885.28	2230.3	3865.19	1638.29	827.394	410.366	1514.95	2152.46	310143	1260.42	665.528	4404.85	1024.5	2397.94	944.497	1248.89	2417.39	534.292	27333	-20268.7	4101.08	-300.735	-335.762	394.088	12107	-533.229	-1957.59
115700	115.7	2.48153	2.47614	2.48213	55834.4	0.95699	573.413	862.961	342.73	1017.25	562.092	517.788	397.079	544.862	563.93	517.799	546.71	736.894	927.463	398.597	741.816	462.448	464.749	424.058	548.768	564.592	512.617	469.801	462.507	580.116	353.901	976.846	519.539	498.242	427.324	640.062	549.208	467.166	552.484	706.763	699.293	385.927	304.758	327.23	359.984	796.506	374.349	342.361	4844.93	2929.2	5386.83	2903.45	2325.67	4207.75	1629.11	877.975	401.442	1542.26	2264.28	310613	1320.13	683.949	4388.48	1056.41	2370.83	938.414	1211.29	2379.61	557.706	27456.3	-20591.6	4076.34	-301.342	-335.574	380.7	12213.5	-532.47	-1918.35
115800	115.8	2.4414	2.47614	2.43754	54931.6	0.95799	587.356	812.582	361.117	997.297	522.866	419.524	379.771	645.993	494.21	561.704	554.561	722.334	913.097	437.295	800.255	490.275	476.368	442.59	628.415	472.986	539.129	535.407	462.636	599.169	356.886	938.859	501.699	587.81	362.042	606.267	462.907	476.137	522.56	704.621	681.057	404.888	283.449	324.916	338.752	799.904	370.78	297.784	4918.02	3232.45	5306.1	2806.85	2287.37	4036.75	1620.15	889.509	391.355	1486.73	2440.53	310861	1326.59	646.256	4398.8	970.091	2475.86	968.536	1232.72	2536.21	516.658	27449.4	-20324.4	4153.54	-302.093	-335.486	396.614	12149.3	-535.099	-1871.74
115900	115.9	2.49422	2.47614	2.49622	56119.9	0.95899	666.364	832.389	409.029	1051.86	513.091	503.213	359.892	570.49	519.722	515.177	555.111	739.584	1009.05	398.799	885.982	536.968	510.406	429.089	624.066	549.445	497.605	510.209	449.355	536.372	366.893	1011.8	510.239	545.575	411.907	631.697	560.989	503.165	495.838	756.551	682.567	456.43	279.786	349.244	317.713	817.49	369.485	335.621	4844.82	3291.7	5318.15	2881.9	2312.53	3894.54	1645.52	940.374	381.046	1500.96	2368.09	311699	1301.49	663.422	4396.98	976.812	2317.51	943.895	1204.25	2484.33	542.434	27567.5	-20584	4159.43	-302.688	-335.457	391.985	12194.3	-536.379	-1824.67
116000	116	2.47169	2.47614	2.4712	55613.1	0.95999	621.413	811.573	299.022	985.68	527.154	501.614	351.762	632.473	528.427	484.978	590.036	749.883	937.224	377.094	884.989	483.384	490.116	402.479	616.994	536.168	492.646	493.757	405.438	575.772	404.499	1041.65	528.369	537.295	388.448	584.649	589.688	524.497	555.07	755.981	664.132	439.887	274.248	338.723	337.863	808.684	379.726	284.232	5107.28	3122.7	5121.75	2915.34	2272.95	4101.58	1580.48	816.226	376.169	1491.23	2320.47	312570	1221.13	636.551	4381.1	1059.09	2440.82	921.76	1190.12	2432.61	555.356	27537.5	-20618.2	4171.09	-303.386	-335.432	404.142	12150.8	-537.224	-1777.09
116100	116.1	2.45285	2.47614	2.45026	55189.2	0.96099	582.935	837.814	344.089	1078.82	489.013	534.722	376.321	645.331	499.422	504.83	565.297	706.517	1001.26	438.415	845.747	470.894	465.883	414.174	618.108	494.449	488.806	466.315	458.068	560.928	433.118	1032.61	547.964	531.045	413.931	642.263	475.355	454.969	550.507	714.557	677.249	392.966	283.94	330.173	297.004	849.773	400.107	355.949	5031.58	3059.31	5187.39	2860.34	2231.89	4083.08	1656.16	794.815	362.49	1514.45	2371.93	312800	1297.12	671.596	4352.35	1085.8	2524.38	948.374	1236.91	2567.77	576.545	27617	-20763.2	4120.74	-303.785	-335.556	412.952	12232.7	-538.111	-1735.13
116200	116.2	2.50262	2.47614	2.50556	56308.9	0.96199	594.444	793.269	387.668	985.271	481.911	464.125	358.512	579.004	506.356	453.526	529.944	775.024	981.371	358.178	897.074	448.557	522.925	359.68	685.653	569.649	507.769	573.473	431.678	550.868	329.868	891.951	503.498	544.814	372.064	598.437	466.175	544.809	509.235	732.541	647.338	387.101	275.929	343.195	345.986	861.08	382.135	336.205	4900.3	3183.85	5212.04	2832.32	2487.69	4171.58	1651.78	892.323	356.61	1499.9	2575.78	313520	1253.91	645.986	4358.88	1055.66	2450.31	975.141	1220.24	2531.79	550.755	27707.7	-20590.5	4131.66	-304.437	-335.441	406.74	12266.7	-538.789	-1687.36
116300	116.3	2.46162	2.47614	2.46001	55386.4	0.96299	514.438	852.973	361.37	1101.63	556.041	467.797	360.155	598.152	476.571	581.658	540.37	734.998	981.669	366.795	923.035	510.307	474.607	397.72	597.666	501.406	496.198	480.233	420.487	570.645	395.074	1076.27	480.854	531.473	397.716	670.799	510.546	554.878	502.233	644.198	670.41	420.058	287.236	299.613	359.506	806.828	384.965	351.746	5209.45	3084.46	5302.59	2858.47	2436.11	4032.1	1634.67	855.255	349.787	1523.93	2244.42	314068	1255.03	653.939	4382.65	988.728	2430.09	1016.38	1190.86	2474.77	523.191	27790.5	-20726.9	4055.54	-305.236	-335.172	370.735	12249.3	-539.757	-1645.46
116400	116.4	2.45956	2.47614	2.45772	55340.2	0.96399	602.635	796.399	350.155	965.655	609.689	493.292	383.895	591.336	479.903	501.758	496.112	753.714	979.703	502.927	810.283	488.743	552.1	464.706	596.638	445.165	474.335	478.609	388.067	546.264	382.032	985.124	417.012	480.236	389.496	592.913	518.292	510.046	495.194	671.945	721.541	410.212	282.294	302.907	318.409	755.777	379.468	330.531	4605.96	3078.83	5572.98	2810.13	2362.77	4169.9	1533.66	908.119	338.844	1473.11	2230.88	314795	1312.86	658.475	4397.14	939.368	2373.97	991.389	1308.65	2590.9	509.912	27783.2	-20626.4	4173.02	-305.79	-335.402	401.535	12364.2	-540.78	-1601.22
116500	116.5	2.46776	2.47614	2.46683	55524.7	0.96499	629.166	835.289	400.094	965.298	539.11	513.869	419.423	580.553	520.023	499.638	555.143	667.301	1006.57	403.278	817.001	502.686	506.054	400.407	577.079	503.468	483.732	551.265	394.409	533.946	368.845	1008.25	519.18	433.965	402.766	656.573	472.728	477.593	504.85	791.655	652.287	424.778	309.365	315.514	326.548	732.949	344.822	347.125	4576.72	3142.22	5543.84	2854.81	2465.28	4019.24	1691.64	865.919	329.093	1662.88	2100.75	315047	1322.96	660.205	4391.22	975.896	2398.68	959.147	1226.8	2477.39	512.578	27863.5	-20746.2	4167.52	-306.535	-335.251	404.015	12283.6	-543.189	-1558.03
116600	116.6	2.46024	2.47614	2.45848	55355.5	0.96599	601.878	784.534	366.182	1068.53	532.839	559.266	361.082	583.083	562.417	526.079	590.943	726.371	980.353	402.519	813.252	489.561	458.652	427.42	736.461	578.329	519.664	485.893	382.26	512.734	356.866	978.685	470.72	460.911	362.529	626.065	537.855	474.639	543.573	712.399	709.927	491.505	294.569	330.781	374.617	816.602	377.691	353.077	4889.69	3158.84	5357.08	2889.78	2417.75	3956.37	1740.3	951.052	319.776	1431.26	2215.67	316147	1374.37	686.778	4364.43	1001.34	2452.77	914.197	1193.06	2474.64	527.009	27936.3	-20897.1	4211.16	-307.221	-335.377	398.679	12407.2	-542.779	-1512.34
116700	116.7	2.47352	2.47614	2.47323	55654.2	0.96699	570.853	784.926	352.931	1005.88	513.389	449.239	331.654	631.746	448.065	538.242	491.96	715.178	928.994	427.154	916.65	457.814	458.687	386.688	623.632	498.652	580.8	509.403	416.84	624.341	374.2	956.609	519.437	485.74	366.555	605.369	579.288	497.711	520.176	690.639	679.354	414.758	290.72	299.114	308.531	773.33	384.877	348.247	4781.87	3236.49	5170.95	2998.93	2254.93	3974.41	1784.41	816.695	309.949	1534.01	2187.48	316626	1266.97	640.786	4416.11	1034.89	2342.76	937.816	1223.82	2536.03	544.034	27962.5	-20908.6	4208.68	-307.759	-335.568	400.434	12353.7	-544.055	-1467.2
116800	116.8	2.45882	2.47614	2.4569	55323.5	0.96799	668.02	714.377	352.248	1012.64	512.474	409.894	367.635	637.183	482.806	577.923	551.436	767.437	1017.63	408.625	803.424	503.935	521.224	411.574	603.316	500.648	487.459	500.639	418.638	607.882	388.211	967.847	504.403	530.665	397.538	526.349	518.112	472.836	533.566	746.3	714.427	443.989	302.191	343.764	355.132	835.802	402.847	340.432	4951.07	3092.49	5346.26	2976.82	2261.78	3856.94	1762.74	973.366	300.879	1599.27	2308.51	316930	1306.89	642.571	4367.62	1009.46	2480.16	929.878	1225.22	2382.54	528.312	28040.5	-20954.2	4166.91	-308.19	-335.491	415.463	12385.3	-547.478	-1420.93
116900	116.9	2.48921	2.47614	2.49066	56007.2	0.96899	610.431	784.458	386.714	1006.61	551.211	489.588	381.935	665.62	509.989	534.244	555.16	664.628	1062.46	434.7	830.1	488.622	471.299	459.143	621.163	549.984	466.821	501.516	447.91	543.109	393.993	1059.3	431.621	526.008	414.314	611.119	524.436	572.199	566.341	738.208	700.965	424.59	308.975	305.286	360.653	803.046	391.116	357.406	5222.77	2958.02	5390.54	2806.13	2286.49	3982.03	1642.87	853.936	293.568	1487.89	2256.15	317701	1258.2	657.09	4364.16	1023.05	2541.67	1075.56	1270.23	2540.82	542.702	28124	-20826.5	4230.64	-308.93	-335.425	423.233	12396	-547.551	-1376.22
117000	117	2.46724	2.47614	2.46625	55512.9	0.96999	577.983	738.083	350.805	995.126	492.258	516.62	382.824	699.489	517.466	440.555	508.575	735.92	1030.44	334.49	810.647	451.648	508.304	389.334	506.528	552.233	510.831	491.58	477.846	577.227	366.591	1011.67	521.689	515.217	406.611	655.13	557.35	486.57	530.176	681.063	787.179	445.662	317.85	297.011	329.564	736.694	385.074	338.832	5317.89	3390.9	5396.75	2917.81	2393.26	4038.75	1637.93	886.808	282.705	1450.87	2262.13	318359	1304.21	665.218	4389.58	1012.59	2379.25	985.213	1166.08	2494.45	554.136	28117.3	-21194.2	4124.33	-309.785	-335.513	395.615	12321.3	-550.27	-1332.77
117100	117.1	2.47741	2.47614	2.47755	55741.7	0.97099	568.328	840.429	387.804	1011.19	538.265	497.287	403.343	579.291	493.475	519.965	539.423	747.305	946.025	413.431	779.364	504.038	579.429	409.913	584.821	572.185	458.642	509.588	493.774	520.993	341.753	1050.07	496.446	506.639	356.554	630.906	507.876	443.993	467.22	757.356	758.968	463.086	326.728	342.014	378.19	860.744	397.511	320.229	5017.93	3396.79	5420.35	2818.84	2202.29	3935.16	1742.27	852.455	273.851	1566.59	2261.91	318773	1193.29	635.9	4381.75	947.862	2346.56	911.356	1280.46	2446.69	529.966	28179.6	-21072	4124.48	-310.274	-335.611	404.627	12326.9	-552.811	-1288.29
117200	117.2	2.46118	2.47614	2.45952	55376.6	0.97199	577.588	689.838	367.15	1099.28	508.679	492.671	410.469	557.823	485.677	547.673	583.524	666.844	1018.84	415.312	858.445	484.807	487.934	410.335	595.601	608.801	472.306	519.266	411.217	548.682	390.031	927.274	489.592	510.553	375.297	595.729	470.913	433.364	506.152	758.595	731.915	407.034	312.362	348.483	338.119	817.109	394.565	272.446	5058.1	3136.03	5344.49	2936.49	2395.9	3954.18	1688.29	761.123	262.783	1610.86	2357.95	318746	1297.79	640.416	4371.19	1040.82	2442.45	938.211	1252.69	2494.65	550.819	28267.8	-20818	4199.41	-311.144	-335.498	397.695	12435.8	-552.447	-1244.39
117300	117.3	2.48856	2.47614	2.48994	55992.6	0.97299	566.952	811.492	377.12	1038.88	599.682	502.869	383.68	665.295	495.401	501.785	515.143	715.899	996.745	449.785	803.502	533.792	516.532	385.456	640.931	542.663	487.571	523.243	366.627	558.355	366.268	1036.79	496.053	504.401	417.578	590.333	509.738	466.941	441.421	714.839	711.784	436.395	300.714	330.858	342.764	811.597	381.169	340.902	5227.19	3119.94	5302.8	2655.67	2434.76	4128.96	1860.03	816.871	256.691	1566.32	2221.91	319750	1347.93	671.123	4388.14	1001.63	2375.45	911.684	1211.81	2458.62	535.233	28235.9	-20913.5	4149.19	-311.539	-335.352	403.66	12428.8	-553.601	-1204.04
117400	117.4	2.49593	2.47614	2.49812	56158.3	0.97399	648.107	749.16	350.613	996.941	525.804	504.593	371.678	667.651	506.977	529.003	506.671	789.519	939.503	383.859	872.782	446.414	462.053	407.604	576.833	511.866	474.769	470.931	417.093	524.257	343.887	1061.98	489.819	502.112	377.861	558.518	599.85	497.292	532.074	751.321	718.367	440.766	310.348	317.412	366.514	792.358	399.613	337.716	5051.14	3211.54	5407.38	2800.54	2305.06	3972.67	1631.37	781.772	247.799	1667.85	2291.37	320510	1305.75	646.005	4377.91	1012.38	2443.75	1010.85	1159.73	2490.05	540.716	28309.8	-21156.5	4100.48	-312.149	-335.391	395.635	12400	-555.636	-1158.48
117500	117.5	2.5017	2.47614	2.50454	56288.2	0.97499	564.067	723.471	343.697	1043.61	511.127	499.711	313.634	679.578	491.338	532.411	558.537	736.679	1060.64	409.734	906.102	504.833	462.017	412.42	644.958	526.807	506.8	499.886	437.635	555.523	348.687	978.834	496.439	515.986	395.096	647.998	495.285	477.285	480.861	773.565	752.718	443.256	322.549	318.641	361.737	848.296	430.2	345.951	4847.08	3191.03	5326.12	2810.92	2278.84	4203.9	1591.36	907.75	236.949	1631.78	2290.53	321074	1241.13	641.989	4376.58	1046.87	2519.71	1015.8	1183.71	2405.12	553.017	28391.5	-21141	4157.19	-312.846	-335.515	417.165	12543.7	-555.811	-1114.02
117600	117.6	2.47051	2.47614	2.46988	55586.4	0.97599	568.624	728.06	348.8	1025.74	496.944	492.584	361.143	656.348	527.2	490.432	486.754	773.599	926.653	401.676	762.163	513.026	506.79	400.495	656.817	477.913	481.422	451.957	385.445	574.144	380.147	979.2	523.836	528.388	403.151	592.65	465.312	491.963	517.377	696.426	672.947	396.78	296.223	302.3	358.694	805.039	374.307	340.858	4889.65	3104.94	5097.16	2821.57	2463.2	4052.11	1720.8	885.789	226.342	1645.17	2370.61	322285	1341.89	678.587	4365.09	1006.86	2526.87	996.238	1287.07	2561.87	533.205	28503.4	-21251.2	4225.61	-313.321	-335.501	410.568	12608.7	-552.946	-1069.66
